Gene_A	Gene_B	Weight
O00410	P10768	1.4E-2
Q9BV38	P10768	1.4E-2
P09012	P10768	5.6E-3
Q9H7E2	P10768	2.1E-2
Q14011	P10768	2.2E-2
Q12824	P10768	1.7E-2
O15371	P10768	1.4E-2
Q14694	P10768	1.7E-2
Q86VI4	P10768	1E-2
P60228	P10768	1.1E-2
P24390	P10768	1.6E-2
P50991	P10768	8.7E-3
Q14094	P10768	1.4E-2
P15374	P10768	2.6E-2
Q96B26	P10768	1.4E-2
Q92667	P10768	1.9E-2
Q29RF7	P10768	1E-2
ENSG00000122034	P10768	3E-2
Q96CW5	P10768	2.1E-2
P33316	P10768	8.7E-3
Q13263	P10768	8E-3
Q5W0Q7	P10768	2E-2
P29144	P10768	2.3E-2
Q92688	P10768	8.8E-3
P17096	P10768	9.2E-3
O00116	P06400	1.1E-2
P51668	P06400	2.1E-2
Q8TBP6	P06400	1.5E-2
P55197	P06400	1.1E-2
Q9Y2L1	P06400	1.9E-2
Q8WXW3	P06400	1.8E-2
Q9NTI5	P06400	2.8E-2
Q16204	P06400	1.6E-2
P51790	P06400	1E-2
Q9Y294	P06400	1.3E-2
Q15208	P06400	1.5E-2
P24863	P06400	2.1E-2
Q9GZR1	P06400	1.1E-2
P36406	P06400	1.2E-2
Q01658	P06400	1.2E-2
Q8WVM7	P06400	1.1E-2
O75351	P06400	1.1E-2
Q9H999	P06400	1E-2
Q9NUX5	P06400	1.3E-2
P30622	P06400	1.2E-2
Q13131	P06400	1.7E-2
P48200	P06400	1.1E-2
Q92783	P06400	1.2E-2
Q9Y217	P06400	2.3E-2
Q92793	Q9UPS6	1.4E-2
Q6PML9	Q9UPS6	1.4E-2
Q2KHT3	Q9UPS6	1.5E-2
Q12872	Q9UPS6	1.2E-2
Q8IX01	Q9UPS6	1.6E-2
Q96T58	Q9UPS6	1.7E-2
O94910	Q9UPS6	1.7E-2
O94915	Q9UPS6	1.5E-2
Q16658	Q9UPS6	1.5E-2
Q15020	Q9UPS6	8.6E-3
Q9UIF9	Q9UPS6	1.6E-2
Q96RK0	Q9UPS6	1.6E-2
O60346	Q9UPS6	2.2E-2
P28698	Q9UPS6	1.6E-2
O95696	Q9UPS6	2.4E-2
Q13243	Q9UPS6	2.2E-2
Q9UEG4	Q9UPS6	7.7E-3
Q15572	Q9UPS6	1.9E-2
P08621	Q9UPS6	1.4E-2
P13994	Q9UPS6	1.7E-2
Q9Y421	Q9UPS6	1.9E-2
Q3B7T1	Q9UPS6	1.7E-2
O96028	Q9UPS6	1E-2
O43167	Q9UPS6	2.2E-2
Q5XG87	Q9UPS6	8.7E-3
O00512	Q9UPS6	1.4E-2
P36957	Q9UPS6	1.9E-2
Q7LBC6	Q9UPS6	1.3E-2
Q07666	Q9UPS6	8.9E-3
Q29RF7	Q9UPS6	9.4E-3
Q96S66	Q9UPS6	2E-2
P78312	Q9UPS6	1.9E-2
Q96CW5	Q9UPS6	1.9E-2
Q9UIA9	Q9UPS6	2.2E-2
Q14151	Q9UPS6	1.7E-2
O00268	Q9UPS6	1.3E-2
Q9UPT8	Q9UPS6	1.4E-2
Q5W0Q7	Q9UPS6	1.7E-2
O00750	Q9UPS6	1.9E-2
Q96BD5	Q9UPS6	2.4E-2
Q99442	Q5VZF2	1.7E-2
O43462	Q5VZF2	1.1E-2
Q15326	Q5VZF2	1.6E-2
Q12860	Q5VZF2	1.3E-2
O00116	Q5VZF2	6.4E-3
Q13596	Q5VZF2	1.3E-2
Q15276	Q5VZF2	9.6E-3
P29374	Q5VZF2	1.5E-2
P23634	Q5VZF2	1.5E-2
Q00537	Q5VZF2	1.5E-2
Q12959	Q5VZF2	1.4E-2
ENSG00000283852	Q5VZF2	1.1E-2
P11137	Q5VZF2	1.7E-2
O75131	Q5VZF2	1.4E-2
O14786	Q5VZF2	1E-2
Q96FE7	Q5VZF2	1.7E-2
Q9UNF0	Q5VZF2	1E-2
Q07890	Q5VZF2	1.8E-2
Q13217	Q5VZF2	1.5E-2
Q8WUY3	Q5VZF2	9.9E-3
Q16204	Q5VZF2	1.1E-2
Q13480	Q5VZF2	1.6E-2
P51790	Q5VZF2	5.7E-3
P22059	Q5VZF2	8.6E-3
Q96RD7	Q5VZF2	1.3E-2
P43007	Q5VZF2	1.5E-2
P24522	Q5VZF2	1.4E-2
O75351	Q5VZF2	7.1E-3
Q14344	Q5VZF2	8.6E-3
Q9H999	Q5VZF2	6.1E-3
Q9H0M0	Q5VZF2	1.6E-2
P10114	Q5VZF2	1.4E-2
O60755	Q5VZF2	1.2E-2
P55196	Q5VZF2	1.6E-2
P30622	Q5VZF2	8.2E-3
Q13131	Q5VZF2	1.2E-2
P40189	Q5VZF2	1.6E-2
P15586	Q5VZF2	1.4E-2
O60343	Q5VZF2	1.5E-2
Q9Y287	Q5VZF2	1.5E-2
Q01118	Q5VZF2	1.5E-2
Q13546	Q5VZF2	1.2E-2
P30154	Q5VZF2	1.5E-2
P53611	Q5VZF2	1.4E-2
O00442	Q5VZF2	9.2E-3
P62820	Q5VZF2	1.4E-2
Q86SJ2	Q5VZF2	1.4E-2
P06400	Q5VZF2	1.4E-2
Q8N5Y2	Q13619	2.3E-2
O00443	Q13619	1.4E-2
Q9BYC5	Q13619	2.3E-2
Q86YR7	Q13619	1.8E-2
P54803	Q13619	2.1E-2
P80303	Q13619	1.4E-2
Q9UL25	Q13619	1.4E-2
P98164	Q13619	1.8E-2
Q9UQN3	Q13619	2E-2
Q9UBS9	Q13619	1.7E-2
Q15436	Q13619	1.9E-2
O43399	Q13619	1.9E-2
A3KMH1	Q13619	2E-2
O95816	Q13619	1.5E-2
Q9GZU0	Q13619	1.8E-2
P38646	Q13619	2.1E-2
Q8NC54	Q13619	2.1E-2
O75533	Q13619	1.2E-2
P24539	Q13619	2.1E-2
Q9H2G9	Q13619	1.7E-2
Q9UHC1	Q13619	1.9E-2
Q14651	Q13619	1.8E-2
P51828	Q13619	1.5E-2
Q9UBK8	Q13619	1.4E-2
Q99805	Q13619	1.6E-2
Q9Y252	Q13619	1.3E-2
Q9P2R7	Q13619	1.4E-2
P20073	Q13619	8.5E-3
P40818	Q13619	1E-2
O94979	Q13619	2E-2
P30825	Q13619	1.7E-2
P78423	P51513	1.5E-2
P80192	P51513	1.7E-2
Q13495	P51513	2.1E-2
Q13642	P51513	1.9E-2
A5PKW4	P51513	9.5E-3
O60477	P51513	1.4E-2
Q06418	P51513	1.8E-2
Q14011	P51513	1.7E-2
O15079	P51513	9E-3
Q9ULP0	P51513	5.8E-3
Q7Z6G3	P51513	1.3E-2
Q96DZ5	P51513	8.2E-3
O95970	P51513	1.3E-2
P48751	P51513	8.6E-3
O75746	P51513	1.2E-2
P41220	P51513	1.4E-2
Q08AD1	P51513	1.8E-2
O95164	P51513	1.5E-2
P42263	P51513	1.8E-2
P60880	P51513	6.5E-3
Q9UPY6	P51513	2E-2
Q92623	P51513	1.9E-2
P61764	P51513	9.2E-3
O75899	P51513	8.1E-3
O94868	P51513	1.7E-2
P02753	P51513	1.6E-2
P10646	Q9H3N1	9.1E-3
P54819	Q9H3N1	1.8E-2
Q99797	Q9H3N1	1.4E-2
Q15390	Q9H3N1	1.8E-2
Q13464	Q9H3N1	1.5E-2
Q96AC1	Q9H3N1	1.3E-2
Q15397	Q9H3N1	1.1E-2
Q14112	Q9H3N1	7.3E-3
Q9UKY7	Q9H3N1	2E-2
O15123	Q9H3N1	1.3E-2
Q16667	Q9H3N1	1.4E-2
O95406	Q9H3N1	1.7E-2
P25788	Q9H3N1	1.5E-2
O15270	Q9H3N1	1.7E-2
Q16665	Q9H3N1	1.6E-2
Q99986	Q9H3N1	7.2E-3
P19105	Q9H3N1	6E-3
O75695	Q9H3N1	1.4E-2
O95707	Q9H3N1	1.6E-2
Q03135	Q9H3N1	6.8E-3
O00151	Q9H3N1	6.3E-3
O60701	Q9H3N1	1.5E-2
Q9H8S9	Q9H3N1	1.5E-2
Q9Y6X1	Q9H3N1	2E-2
Q15842	Q9H3N1	1.4E-2
Q13162	Q9H3N1	9.2E-3
P24941	Q9H3N1	1.3E-2
P50552	Q9H3N1	1.1E-2
Q15398	Q9H3N1	8.1E-3
O43852	Q9H3N1	1.2E-2
O95243	Q9H3N1	1.7E-2
P26358	Q9H3N1	7E-3
Q86X52	Q9H3N1	1.6E-2
Q9UGI8	Q9H3N1	1.5E-2
Q9C0K1	Q9H3N1	9.4E-3
P29374	Q16799	1.2E-2
O75962	Q16799	9.8E-3
O75110	Q16799	7.6E-3
Q92567	Q16799	1E-2
A5PKW4	Q16799	7.6E-3
P26232	Q16799	9.5E-3
Q92859	Q16799	1.2E-2
Q9H902	Q16799	4.8E-3
Q14194	Q16799	6.9E-3
Q7Z460	Q16799	5.1E-3
Q92845	Q16799	7.5E-3
P11137	Q16799	1.2E-2
P62873	Q16799	5.3E-3
O60890	Q16799	1.1E-2
O14782	Q16799	6.1E-3
O94967	Q16799	5.2E-3
P09471	Q16799	1.3E-2
Q16555	Q16799	1.2E-2
Q07890	Q16799	1.2E-2
Q13367	Q16799	7.1E-3
P04350	Q16799	1.2E-2
Q09013	Q16799	1.2E-2
Q99426	Q16799	9E-3
P51693	Q16799	6.5E-3
Q7Z7M0	Q16799	1.1E-2
Q9Y2H9	Q16799	6.8E-3
Q9UDT6	Q16799	7.4E-3
Q05193	Q16799	4.6E-3
Q12926	Q16799	1.1E-2
Q5VV63	Q16799	1E-2
P09104	Q16799	7.3E-3
Q16819	Q16799	9.8E-3
Q14195	Q16799	8.2E-3
O43529	Q16799	1.1E-2
O00506	Q16799	1.2E-2
Q9Y243	Q16799	1.1E-2
Q9H1E5	Q16799	1.1E-2
Q9UGN5	Q16799	1.1E-2
Q16878	Q16799	1.2E-2
Q92913	Q16799	1.1E-2
Q12756	Q16799	9.1E-3
Q02779	Q16799	1.1E-2
P60880	Q16799	5.2E-3
P18433	Q16799	4.8E-3
Q5VYK3	Q16799	1E-2
Q5JS13	Q16799	9.7E-3
P61764	Q16799	8.5E-3
Q13885	Q16799	6.1E-3
Q86WA6	Q16799	1.1E-2
Q13163	Q16799	1.1E-2
Q5T0N5	Q16799	6.3E-3
O75563	Q8IZM9	1.2E-2
P13473	Q8IZM9	1.4E-2
Q30201	Q8IZM9	1.8E-2
O43914	Q8IZM9	9.6E-3
P21757	Q8IZM9	2.1E-2
P07686	Q8IZM9	9E-3
P10619	Q8IZM9	1.1E-2
Q99612	Q8IZM9	1.6E-2
P19438	Q8IZM9	7E-3
Q9BUB5	Q8IZM9	1.5E-2
O43567	Q8IZM9	1.3E-2
P06737	Q8IZM9	7.9E-3
Q99538	Q8IZM9	1.4E-2
Q15643	Q8IZM9	1.8E-2
O43399	Q8IZM9	1.8E-2
Q13510	Q8IZM9	1.8E-2
Q9H3G5	Q8IZM9	1.3E-2
P38571	Q8IZM9	1.6E-2
P80075	Q8IZM9	1.9E-2
Q10588	Q8IZM9	2E-2
Q92478	Q8IZM9	7E-3
Q15057	Q8IZM9	1.5E-2
P32455	Q8IZM9	1.5E-2
Q13637	Q8IZM9	1.4E-2
Q9BV40	Q8IZM9	8.4E-3
P61916	Q8IZM9	7.8E-3
P00749	Q8IZM9	6.5E-3
P10124	Q8IZM9	8.7E-3
Q9H694	Q8IZM9	9.2E-3
P55160	Q8IZM9	8.8E-3
O60704	Q8IZM9	1.9E-2
P34810	Q8IZM9	1.3E-2
P21673	Q8IZM9	2.2E-2
P17931	Q8IZM9	1E-2
Q02487	Q8IZM9	1.8E-2
P04083	Q8IZM9	8.5E-3
Q14956	Q8IZM9	1.6E-2
O60603	Q8IZM9	8.7E-3
O00560	Q8IZM9	1.1E-2
Q9NZM1	Q8IZM9	6.1E-3
Q9NR20	Q9UKJ8	1.9E-2
Q3KR37	Q9UKJ8	2.6E-2
Q5JTH9	Q9UKJ8	1.5E-2
Q15777	Q9UKJ8	2E-2
P11217	Q9UKJ8	1.5E-2
Q96J02	Q9UKJ8	2.8E-2
Q13084	Q9UKJ8	1.4E-2
P35858	Q9UKJ8	1.6E-2
Q9Y3P4	Q9UKJ8	1.1E-2
P38567	Q9UKJ8	1.5E-2
P13929	Q9UKJ8	1.9E-2
P60006	Q9UKJ8	2E-2
Q14139	Q9UKJ8	1.6E-2
Q8IZ52	Q9UKJ8	1.1E-2
P43363	Q9UKJ8	2.2E-2
O95630	Q9UKJ8	1.6E-2
P43026	Q9UKJ8	2.2E-2
P41225	Q9UKJ8	1.8E-2
Q99665	Q92731	1.4E-2
P20648	Q92731	1.2E-2
P47902	Q92731	1.2E-2
Q9HB29	Q92731	5.8E-3
O94823	Q92731	1.2E-2
Q92598	Q92731	1.6E-2
P28908	Q92731	1.2E-2
O60575	Q92731	6.4E-3
P03973	Q92731	9.3E-3
O00476	Q92731	1.6E-2
Q92766	Q92731	7.4E-3
P22891	Q92731	6.6E-3
P22460	Q92731	1.8E-2
Q92502	Q92731	7.2E-3
Q5VV41	Q92731	1.7E-2
P53701	Q9BUY7	1.8E-2
P05141	Q9BUY7	1.3E-2
P25789	Q9BUY7	2.1E-2
O75330	Q9BUY7	1.1E-2
Q15397	Q9BUY7	1.3E-2
Q99741	Q9BUY7	1.1E-2
P62318	Q9BUY7	1.5E-2
P56282	Q9BUY7	7.1E-3
Q16667	Q9BUY7	1.7E-2
P25788	Q9BUY7	1.5E-2
Q9NR99	Q9BUY7	1.3E-2
O75695	Q9BUY7	1.3E-2
P36639	Q9BUY7	1.3E-2
P35244	Q9BUY7	1.5E-2
P60468	Q9BUY7	2.2E-2
O15145	Q9BUY7	1.7E-2
O14519	Q9BUY7	1.6E-2
Q9UNS1	Q9BUY7	1.1E-2
O75694	Q9BUY7	1.3E-2
P11926	Q9BUY7	1.7E-2
P30041	Q9BUY7	8.7E-3
Q15058	Q9BUY7	1.2E-2
Q13162	Q9BUY7	1.1E-2
Q15398	Q9BUY7	9.5E-3
Q6ZVN7	Q9BUY7	1.6E-2
O43852	Q9BUY7	1.4E-2
P61803	Q9BUY7	2.2E-2
P14635	Q9BUY7	8.5E-3
O96019	Q9BUY7	9.5E-3
Q9Y210	Q9BUY7	1.7E-2
Q9H3N1	Q9BUY7	1.8E-2
Q06187	Q8IYL9	8.4E-3
Q30201	Q8IYL9	1E-2
O43914	Q8IYL9	6E-3
P09917	Q8IYL9	1E-2
P30740	Q8IYL9	6.9E-3
P19971	Q8IYL9	8.3E-3
P25445	Q8IYL9	1.1E-2
P15260	Q8IYL9	7.6E-3
P21757	Q8IYL9	1.1E-2
Q9UKQ2	Q8IYL9	1.1E-2
Q13094	Q8IYL9	8.2E-3
P13498	Q8IYL9	7.7E-3
P23497	Q8IYL9	8.2E-3
Q15629	Q8IYL9	6.7E-3
P31994	Q8IYL9	1.1E-2
O94768	Q8IYL9	8E-3
O15117	Q8IYL9	7.5E-3
Q08116	Q8IYL9	9.9E-3
P05362	Q8IYL9	7.9E-3
Q9Y616	Q8IYL9	8.8E-3
P61626	Q8IYL9	8.4E-3
O00161	Q8IYL9	1.1E-2
Q8WV28	Q8IYL9	6.4E-3
P17861	Q8IYL9	9E-3
Q15080	Q8IYL9	1.3E-2
Q99538	Q8IYL9	7.7E-3
P08631	Q8IYL9	8.9E-3
Q9Y3Z3	Q8IYL9	8E-3
P19105	Q8IYL9	4E-3
P48736	Q8IYL9	9.7E-3
O14948	Q8IYL9	7.4E-3
Q9H3G5	Q8IYL9	7.5E-3
P38571	Q8IYL9	9.7E-3
P80075	Q8IYL9	1.1E-2
Q10588	Q8IYL9	1.1E-2
P53634	Q8IYL9	8.4E-3
O60711	Q8IYL9	5.4E-3
Q13651	Q8IYL9	1.1E-2
Q92478	Q8IYL9	4.9E-3
P52566	Q8IYL9	6.4E-3
Q01151	Q8IYL9	1.1E-2
ENSG00000112297	Q8IYL9	8.3E-3
Q96PU8	Q8IYL9	1E-2
O95711	Q8IYL9	8E-3
Q16719	Q8IYL9	1.1E-2
P08567	Q8IYL9	7.8E-3
P62834	Q8IYL9	7.6E-3
P32455	Q8IYL9	9.2E-3
Q13637	Q8IYL9	7.6E-3
Q9BV40	Q8IYL9	5.5E-3
P32519	Q8IYL9	5.8E-3
P04040	Q8IYL9	9.8E-3
P50591	Q8IYL9	6.4E-3
P10124	Q8IYL9	5.6E-3
P55160	Q8IYL9	6.2E-3
P51151	Q8IYL9	8.9E-3
Q13287	Q8IYL9	7.7E-3
P43307	Q8IYL9	1.1E-2
P10914	Q8IYL9	8.7E-3
P22794	Q8IYL9	6E-3
Q14314	Q8IYL9	7.9E-3
P02654	Q8IYL9	8.6E-3
P33241	Q8IYL9	8.8E-3
O60234	Q8IYL9	5.7E-3
Q5TEJ8	Q8IYL9	7.5E-3
Q8IYM9	Q8IYL9	7.1E-3
P01591	Q8IYL9	9.7E-3
O75179	Q8IYL9	7.5E-3
Q9UL19	Q8IYL9	8.8E-3
Q9Y2R2	Q8IYL9	1.1E-2
Q13241	Q8IYL9	9.4E-3
Q9BU79	Q8IYL9	8.9E-3
Q14956	Q8IYL9	7.8E-3
P30511	Q8IYL9	7E-3
O60603	Q8IYL9	5.3E-3
O94956	Q8IYL9	5.5E-3
P29466	Q8IYL9	8.4E-3
P06756	Q8IYL9	1.1E-2
P48060	Q8IYL9	1.3E-2
P51884	Q8IYL9	6E-3
Q8IZM9	Q8IYL9	1E-2
P08603	Q9UBX5	9.7E-3
P08138	Q9UBX5	1.5E-2
O14494	Q9UBX5	1.4E-2
O95633	Q9UBX5	1.3E-2
Q9H159	Q9UBX5	1.2E-2
O43491	Q9UBX5	1E-2
P36269	Q9UBX5	1.1E-2
P56693	Q9UBX5	1.5E-2
P00750	Q9UBX5	1.4E-2
P35869	Q9UBX5	7.2E-3
O94769	Q9UBX5	9.4E-3
Q14678	Q9UBX5	9.8E-3
P41222	Q9UBX5	1.4E-2
P08294	Q9UBX5	1.3E-2
Q12918	Q9UBX5	1.6E-2
P10643	Q9UBX5	2.3E-2
P24593	Q9UBX5	1.7E-2
P47712	Q9UBX5	1.3E-2
Q13886	Q9UBX5	1.1E-2
Q14767	Q9UBX5	8.7E-3
P60201	Q9UBX5	1.2E-2
Q09666	Q9UBX5	7.8E-3
P12644	Q9UBX5	1.6E-2
P40189	Q9UBX5	1.7E-2
P24530	Q9UBX5	1.3E-2
P48745	Q9UBX5	1.5E-2
O95760	Q9UBX5	1.1E-2
O94956	Q9UBX5	8.7E-3
Q06278	Q9UBX5	1.6E-2
Q14002	Q96F83	1.5E-2
O00187	Q96F83	1.2E-2
Q9UNK9	Q96F83	7.8E-3
Q9UMQ3	Q96F83	8.4E-3
Q16651	Q96F83	1E-2
O75185	Q96F83	1.2E-2
Q9P0W2	Q96F83	1.5E-2
Q14993	Q96F83	1.4E-2
O75154	Q96F83	1.1E-2
Q9H2E6	Q96F83	1.4E-2
O14639	Q96F83	1.4E-2
Q8N350	Q96F83	1.5E-2
Q9HBH9	Q96F83	1.4E-2
O75631	Q96F83	1.1E-2
Q9BVV6	Q96F83	1.1E-2
P29622	Q96F83	1.3E-2
P25942	Q96F83	1.4E-2
O60826	Q96F83	1.1E-2
P15976	Q96F83	9.7E-3
O60304	Q96F83	1.3E-2
Q13351	Q96F83	1.3E-2
P10071	Q96F83	1E-2
Q92988	Q96F83	1E-2
P06576	Q96F83	1.1E-2
Q9UMX6	Q96F83	1.1E-2
O14497	Q96F83	1.5E-2
P20851	Q96F83	1.3E-2
P04279	Q96F83	1.3E-2
Q01113	Q96F83	1.3E-2
O95238	Q96F83	8.6E-3
Q9Y651	Q96F83	1.1E-2
Q99999	Q96F83	1E-2
P48066	Q96F83	1.1E-2
P08729	Q96F83	1.4E-2
P23025	Q96F83	1.2E-2
A6NDV4	Q96F83	9E-3
P22888	Q96F83	1.5E-2
P26006	P23381	8E-3
Q14764	P23381	5.9E-3
Q8IWP9	P23381	6.9E-3
Q15785	P23381	1E-2
Q16849	P23381	6E-3
P54803	P23381	1E-2
O60488	P23381	9.8E-3
P80303	P23381	8.9E-3
O75083	P23381	9.1E-3
P15311	P23381	1.1E-2
Q03060	P23381	8.6E-3
P12036	P23381	6.7E-3
Q96HU1	P23381	1E-2
Q9Y394	P23381	1.2E-2
O95674	P23381	8.4E-3
Q92539	P23381	9.7E-3
Q13887	P23381	8.6E-3
Q86Y38	P23381	9E-3
Q9UQ03	P23381	8E-3
Q8WUJ3	P23381	1.2E-2
P48307	P23381	8.6E-3
O00562	P23381	8.1E-3
Q9UBW8	P23381	7.6E-3
Q99614	P23381	9E-3
Q8NC54	P23381	8.8E-3
Q04771	P23381	8.5E-3
Q9UMS5	P23381	9.7E-3
P19256	P23381	6.8E-3
Q06830	P23381	1.1E-2
P51828	P23381	8.5E-3
Q14627	P23381	7E-3
Q8IZ52	P23381	7.3E-3
P16083	P23381	8.6E-3
Q99966	P23381	9.3E-3
P04424	P23381	7.7E-3
P68366	P23381	7.5E-3
O15240	P23381	7.9E-3
ENSG00000129473	P23381	9.4E-3
P78396	P23381	1E-2
Q01432	P23381	9.1E-3
P11117	P23381	8.9E-3
P01215	P23381	9.5E-3
O15432	P23381	1E-2
O60266	P23381	8.8E-3
O75165	P23381	1.1E-2
P20073	P23381	6.8E-3
Q16828	P23381	9.5E-3
Q05195	Q8N8Q9	2.7E-2
Q15506	Q8N8Q9	6.5E-3
P35398	Q8N8Q9	2.1E-2
Q9UBV2	Q8N8Q9	2.5E-2
Q15744	Q8N8Q9	1.1E-2
O15466	Q8N8Q9	7.5E-3
A3KMH1	Q8N8Q9	1.8E-2
P55075	Q8N8Q9	2.6E-2
O76003	Q8N8Q9	7.2E-3
Q96EB1	Q8N8Q9	6.1E-3
Q16518	Q8N8Q9	1.4E-2
O15195	Q8N8Q9	1.1E-2
Q99932	Q8N8Q9	9.5E-3
P10109	Q8N8Q9	1.6E-2
O14793	Q8N8Q9	2E-2
Q14241	P55081	1.9E-2
Q7Z5K2	P55081	1.1E-2
Q16659	P55081	1.9E-2
Q9UKB1	P55081	1.3E-2
Q15020	P55081	8E-3
Q8TEY7	P55081	8.2E-3
Q9NTI5	P55081	1.5E-2
Q99676	P55081	1.2E-2
Q15437	P55081	1.3E-2
Q9UEG4	P55081	5.7E-3
Q96AP0	P55081	8E-3
Q15650	P55081	1.4E-2
O75822	P55081	1.1E-2
Q3B7T1	P55081	1.4E-2
Q9UQE7	P55081	7.5E-3
Q9HAS0	P55081	1.7E-2
Q15723	P55081	1.3E-2
O60942	P55081	1.5E-2
Q13123	P55081	1.4E-2
Q14677	P55081	1.1E-2
P52746	P55081	9.1E-3
Q99598	P55081	1.6E-2
Q96IY1	P55081	1.5E-2
O75940	P55081	1.2E-2
Q9UBW7	P55081	1.1E-2
O15164	P55081	9.8E-3
P49790	P55081	9.5E-3
Q92530	P55081	1.5E-2
O75352	P55081	1.1E-2
P62837	P55081	1.5E-2
Q9NX31	P55081	1.7E-2
Q5W0Q7	P55081	1.4E-2
O60306	Q99081	1.2E-2
Q9NYF8	Q99081	7.2E-3
Q13216	Q99081	1.2E-2
Q8TB72	Q99081	1.3E-2
P15923	Q99081	1.3E-2
O94844	Q99081	1.6E-2
Q92545	Q99081	1.3E-2
P52272	Q99081	5.2E-3
ENSG00000100201	Q99081	1.5E-2
Q96JI7	Q99081	1.5E-2
O75190	Q99081	1.4E-2
P05813	Q99081	1.3E-2
Q15723	Q99081	1.1E-2
Q7L4I2	Q99081	1.2E-2
Q14232	Q99081	1.3E-2
Q9NZN8	Q99081	1.3E-2
P41238	Q99081	8.4E-3
P20226	Q99081	7.2E-3
Q05086	Q99081	1.2E-2
Q8WY36	Q99081	1.4E-2
Q70CQ2	Q99081	8.7E-3
O94806	Q99081	1.4E-2
Q16629	Q99081	1.2E-2
P10155	Q99081	1.2E-2
O43395	Q99081	9.1E-3
Q15058	Q99081	8.5E-3
P54727	Q99081	1.4E-2
Q29RF7	Q99081	7.7E-3
P35659	Q99081	6.8E-3
O43795	Q99081	1.8E-2
P33316	Q99081	6.9E-3
Q9Y6W3	Q99081	1.8E-2
P35580	Q99081	1.5E-2
P62324	Q99081	1.4E-2
P29144	Q99081	1.5E-2
O60506	Q99081	9.4E-3
Q9H992	Q99081	1.4E-2
Q09161	Q99081	7.6E-3
Q9NS37	Q99081	1.2E-2
P35241	Q99081	1.7E-2
P40818	Q99081	9.6E-3
P55212	Q99081	1.7E-2
O43252	Q99081	1.3E-2
P78549	Q00796	8.6E-3
Q9BV38	Q00796	1.5E-2
P54105	Q00796	1.1E-2
P09012	Q00796	6E-3
P26640	Q00796	1.4E-2
P43487	Q00796	6.4E-3
O00541	Q00796	7.8E-3
Q9Y3I0	Q00796	2.3E-2
P33992	Q00796	1E-2
Q9Y512	Q00796	1.5E-2
O43808	Q00796	2.4E-2
P28074	Q00796	1.1E-2
P23526	Q00796	7.5E-3
P62491	Q00796	2.3E-2
Q5BJF2	Q00796	1.2E-2
P25205	Q00796	9.1E-3
Q13895	Q00796	9.6E-3
Q92552	Q00796	1.5E-2
O75694	Q00796	1.4E-2
Q16854	Q00796	1.9E-2
O15355	Q00796	1.3E-2
P50991	Q00796	9.9E-3
P18827	Q00796	2.3E-2
Q13416	Q00796	1.2E-2
Q14141	Q00796	2.1E-2
P22234	Q00796	6.2E-3
Q06203	Q00796	1.2E-2
P25325	Q00796	1.2E-2
Q13263	Q00796	8.4E-3
Q92526	Q00796	1.6E-2
Q99832	Q00796	1E-2
P17096	Q00796	1.1E-2
P50053	Q00796	1.8E-2
P31939	Q00796	7.2E-3
O75223	O14975	1.6E-2
P13995	O14975	1.3E-2
Q93086	O14975	2.2E-2
Q01664	O14975	8.6E-3
O43930	O14975	1.7E-2
Q86VI4	O14975	1.2E-2
P22087	O14975	6.3E-3
Q15758	O14975	1.2E-2
P04090	O14975	2.5E-2
Q5BJF2	O14975	1.1E-2
P07195	O14975	1.1E-2
Q7Z4H3	O14975	2.3E-2
Q13895	O14975	9.2E-3
Q92552	O14975	1.5E-2
P09001	O14975	7.8E-3
Q9GZN2	O14975	1.3E-2
P22234	O14975	6.9E-3
P25325	O14975	1E-2
P04198	O14975	1E-2
Q86YF9	O14975	1.9E-2
P31939	O14975	7.2E-3
P62306	O14975	6.5E-3
P18206	P21781	1.7E-2
Q13491	P21781	1.6E-2
P19438	P21781	7.3E-3
Q9Y5W8	P21781	2.1E-2
Q68DQ2	P21781	1.8E-2
P00750	P21781	1.8E-2
P43490	P21781	1.4E-2
Q9H3G5	P21781	1.1E-2
P35869	P21781	9.3E-3
P41279	P21781	8.8E-3
P45381	P21781	1.4E-2
Q99075	P21781	1.7E-2
Q14192	P21781	1.6E-2
P13726	P21781	1.5E-2
O00141	P21781	1.8E-2
Q13886	P21781	1.5E-2
P28562	P21781	1.9E-2
Q9H694	P21781	9.1E-3
P19087	P21781	2.2E-2
P54849	P21781	1.4E-2
P04083	P21781	9E-3
O00560	P21781	1.1E-2
O95992	P21781	1.5E-2
Q5VZF2	P21781	1.5E-2
O75800	P19113	5.5E-3
Q8IXZ2	P19113	1E-2
P07358	P19113	5.8E-3
Q5TZA2	P19113	6.9E-3
P28340	P19113	3.5E-3
P11217	P19113	9.3E-3
P53677	P19113	9.4E-3
Q93084	P19113	9.7E-3
Q93098	P19113	5.4E-3
Q13127	P19113	8.1E-3
Q12889	P19113	6.3E-3
Q14802	P19113	6.3E-3
P35858	P19113	8.7E-3
P26998	P19113	7.9E-3
Q15040	P19113	9.7E-3
P01213	P19113	1.1E-2
Q96T49	P19113	9.7E-3
O15344	P19113	9.8E-3
Q96EY1	P19113	8.6E-3
O43823	P19113	6.7E-3
P29597	P19113	6.3E-3
Q6UUV9	P19113	6.2E-3
P02760	P19113	7.7E-3
Q92538	P19113	7.3E-3
Q5TCZ1	P19113	6.7E-3
Q16586	P19113	5.1E-3
