Gene_A	Gene_B	Weight
Q9H2S6	Q9BRQ8	9.9E-3
P31323	Q9BRQ8	1E-2
P10620	Q9BRQ8	1.1E-2
Q9NZN4	Q9BRQ8	6.9E-3
Q24JP5	Q53S99	1.1E-2
Q9UF11	Q53S99	9.4E-3
P41180	Q53S99	1E-2
Q7L592	Q9P0W8	9.1E-3
Q9Y5J1	Q9P0W8	1.1E-2
P62380	Q9P0W8	4.9E-3
Q13618	Q9P0W8	9.1E-3
Q9H2S6	Q6NUM9	9E-3
P31323	Q6NUM9	9.5E-3
P10620	Q6NUM9	1.2E-2
Q9NS98	Q6NUM9	9.2E-3
Q9NZN4	Q6NUM9	5.9E-3
Q13133	Q6NUM9	9.7E-3
Q9BRQ8	Q6NUM9	9.5E-3
Q15311	P40121	1.5E-2
P13489	P40121	1.6E-2
P28799	P40121	8.9E-3
Q92934	P53680	1.4E-2
Q9Y6D9	P53680	1.1E-2
P84085	P53680	1.1E-2
Q96CT7	P53680	1.5E-2
Q8N594	P53680	1.2E-2
Q9UBU7	Q9BS86	3E-3
P51854	Q9BS86	7E-3
P98182	Q9BS86	5.4E-3
Q9NS18	Q9BS86	4.9E-3
P62380	Q9BS86	3.4E-3
Q13099	Q9BS86	3.4E-3
Q9P0W8	Q9BS86	3.5E-3
Q6PHW0	P01266	1.4E-2
P20701	Q9UKQ2	7.2E-3
Q9Y228	Q9UKQ2	9.8E-3
Q06187	Q9UKQ2	9.3E-3
Q13489	Q9UKQ2	2E-2
Q9Y6X5	Q96GG9	6.5E-3
Q9UBP0	Q96GG9	1.5E-2
Q8TDY2	Q96GG9	1.1E-2
P20273	Q9NQC1	1.7E-2
Q6P2E9	Q9NQC1	7.1E-3
Q96Q42	O95409	1.1E-2
P50549	O95409	8.8E-3
P26367	O95409	7.2E-3
Q9UKZ4	O95409	1E-2
Q9Y4C0	O95409	5.2E-3
O43897	O95409	9.7E-3
P09769	Q13094	1.3E-2
Q06187	Q13094	8.2E-3
Q9NP31	Q13094	1.4E-2
O43657	Q9H3H1	8.8E-3
Q8IZE3	Q9H3H1	1.1E-2
Q9UKG9	Q9H3H1	8.2E-3
Q9P203	Q9H3H1	9.6E-3
Q9H6R6	Q9H3H1	5E-3
P42285	Q9H3H1	1E-2
Q53S99	P08588	7.8E-3
Q9UKX3	Q16661	7.6E-3
Q14241	Q16661	1.9E-2
Q86UU1	Q16661	2.9E-3
P14209	P35221	1.8E-2
Q16563	P35221	1.9E-2
Q92887	P46019	1.4E-2
P00480	P46019	7.9E-3
P10646	Q9NXG0	2.3E-2
O14756	Q9NXG0	1.6E-2
P08603	P29320	1.8E-2
P61371	P29320	2.3E-2
P51689	Q14126	1.5E-2
Q96HL8	Q14126	1.5E-2
Q9Y2Y6	Q9NWZ8	1.6E-2
Q9NRZ5	Q9NWZ8	7.5E-3
P52756	O75665	1E-2
P78332	O75665	9.8E-3
Q9NQ29	O75665	7.3E-3
Q9P2D3	O75665	1.1E-2
O43670	O75665	1.1E-2
Q9BV20	O75665	1E-2
Q9Y6X5	Q13491	2.3E-3
P57073	Q13491	1.5E-3
O60271	Q13491	7.7E-3
P06241	Q13491	5.2E-3
Q9NQW6	Q13491	1.5E-3
Q15326	Q13491	5.8E-3
Q12860	Q13491	6.2E-3
P50993	Q13491	3.6E-3
Q9BYC5	Q13491	5.6E-3
Q9UQC2	Q13491	1.9E-3
P60520	Q13491	2.6E-3
Q9UQC2	Q70Z35	6.3E-3
Q13491	Q70Z35	5.7E-3
P51797	Q9Y2I8	8.3E-3
P60520	Q9Y2I8	6.2E-3
O60762	Q9H6S0	6.9E-3
Q8IVH8	Q9H6S0	1.1E-2
Q6NTF9	Q9UI12	1.1E-2
O60359	Q9UI12	6.6E-3
Q53HC9	Q9UI12	1.8E-2
O60762	P30876	8.1E-3
O60762	Q32MH5	6.2E-3
Q86Y07	Q32MH5	1.5E-2
Q9NUY8	Q32MH5	1.5E-2
Q08J23	Q32MH5	2.1E-2
Q16533	P12270	1.4E-2
P31513	P00450	9.7E-3
P31327	P00450	1.4E-2
P07358	P00450	1E-2
O14756	P00450	2.3E-2
P00480	P00450	1.2E-2
Q6PHW0	O60303	1.2E-2
Q68CQ7	O60303	1E-2
P01266	O60303	1.2E-2
Q9Y6A2	Q96EV8	8.4E-3
Q96JG6	P51811	1.7E-2
P30260	P51811	2.2E-2
P02730	P51811	1.1E-2
P05164	P51811	9.6E-3
O75594	P51811	7.3E-3
P48507	P51811	2.1E-2
Q8TDY2	Q9NQ89	1.5E-2
Q9NYF5	Q9NQ89	1.1E-2
O60762	Q9UN30	4.9E-3
P16383	Q9UN30	1.9E-2
Q9NXG0	Q9UN30	2.5E-2
P46063	Q9ULE0	2.6E-2
Q8IZD2	Q9ULE0	9.3E-3
Q14764	Q9ULE0	1.4E-2
P49759	Q9ULE0	9.7E-3
P15309	O43182	1.1E-2
P50993	Q9ULE4	1.3E-2
Q9HCP6	P27816	2.2E-2
Q9NQW6	P27816	6.2E-3
Q9NRZ5	P27816	7.5E-3
Q9UQC2	P27816	8.5E-3
Q8IVH8	Q9HD26	1E-2
Q86UU1	P08922	4.3E-3
P54296	Q96RU2	1.1E-2
O43900	Q9Y3C1	9.1E-3
Q9Y238	Q9P2K1	1.5E-2
O95772	Q7LG56	7.9E-3
Q6PML9	Q7LG56	1.6E-2
Q9HBM0	Q7LG56	1.8E-2
Q13489	Q02223	1.5E-2
Q9NQ25	Q02223	3E-2
Q06187	Q8TEQ0	7.5E-3
P20273	Q8TEQ0	2.1E-2
Q9ULZ2	Q8TEQ0	1.3E-2
O95153	Q8TAP4	1.2E-2
O60359	Q8TAP4	6.6E-3
Q9BYZ6	Q8TAP4	1.4E-2
Q9Y6A2	Q8TAP4	6.4E-3
Q96B96	P82664	1.2E-2
Q15785	P43080	2.3E-2
Q9NYF5	Q96T23	1E-2
P29374	Q96T23	1.1E-2
O75592	O95319	2.5E-2
Q96PE3	O95319	2.9E-2
O60359	Q15032	8.3E-3
Q5BKX6	Q15032	2.1E-2
P57073	Q14055	5.4E-3
Q9Y6N9	Q14055	2.6E-2
Q13214	P21583	6.8E-3
P31270	Q9UKP5	1.7E-2
Q86UU1	Q9UKP5	2.5E-3
O96018	O95479	1.6E-2
Q86V24	Q15836	7.1E-3
Q9NQW6	Q15836	3.7E-3
Q9Y4K4	Q15836	6.8E-3
O00116	Q15836	1.5E-2
P15260	Q15836	1.3E-2
Q13596	Q15836	2E-2
Q9UQC2	Q15836	4.3E-3
P26367	P56645	1.1E-2
O95409	P56645	9.1E-3
Q13491	P56645	4.9E-3
Q13214	Q07011	8E-3
Q3KR16	Q9H201	1.1E-2
Q99594	Q14766	5.4E-3
P18206	Q14766	8.1E-3
P13611	Q14766	1.1E-2
P24821	Q14766	1.1E-2
Q9Y2E5	Q15293	1.8E-2
Q9NZN4	P15502	1.1E-2
Q9BUL5	P35250	2.1E-2
P40121	P35250	1.6E-2
Q96B96	Q8NFD5	1.2E-2
P19801	Q96PU5	9.6E-3
Q13214	Q9BZS1	9.5E-3
Q53S99	Q6ZSY5	1.1E-2
P20645	P07686	7.2E-3
P26006	P07686	7.1E-3
P51689	P07686	8.4E-3
Q9Y2E5	P07686	1.2E-2
Q9Y6F1	P07686	9.4E-3
Q15293	P07686	7E-3
Q96JG6	Q8WV60	2.6E-2
P51797	Q8WV60	1E-2
P60520	Q8WV60	8.2E-3
Q9NYQ7	Q5QGS0	1.2E-2
Q9Y6X5	Q9P055	3.8E-3
Q99442	Q9P055	1.2E-2
O95772	Q9P055	6.2E-3
P98194	Q9P055	1E-2
O00116	Q9P055	1.1E-2
P60520	Q9P055	4E-3
Q7LG56	Q9P055	8E-3
Q9UBB6	Q9UBP4	1.6E-2
Q9UHR4	Q12774	1.4E-2
Q96HL8	Q12774	1.3E-2
P12830	Q12774	1.2E-2
Q99558	Q9Y4A8	1.9E-2
Q13489	Q9Y4A8	1.7E-2
Q9H4E7	Q9Y4A8	1.7E-2
P05141	Q96AQ8	2E-2
Q6PML9	Q96AQ8	2.6E-2
Q9P055	Q96AQ8	9.4E-3
P07686	Q9UHB6	1E-2
Q9P1Z2	Q6P1Q0	2.7E-2
Q9H6R6	Q6P1Q0	1.3E-2
Q9NZL9	Q6P1Q0	1.9E-2
Q8TBB6	Q2Y0W8	1.9E-2
Q86UU1	Q9Y6N6	4.2E-3
Q16611	Q96KP6	2.2E-2
Q6PHW0	Q86Y22	1.6E-2
P01266	Q86Y22	1.6E-2
Q9BT04	P56945	1.7E-2
Q92900	Q8N612	2.1E-2
P28907	Q15011	2.3E-2
P26367	Q9NSC5	1.1E-2
O95409	Q9NSC5	9.9E-3
P56945	Q9NSC5	2.7E-2
Q86VW1	Q06609	1.5E-2
Q9Y6A5	Q06609	9.5E-3
Q13216	O75417	1.3E-2
Q9UHA2	P42338	2.2E-2
Q8IWP9	P42338	1.8E-2
Q53HC9	P42338	1.5E-2
P42768	P13498	1.5E-2
Q3KR16	Q9Y5Z4	1.2E-2
O43900	Q9Y5Z4	9.2E-3
Q9BRQ8	Q9Y5Z4	1.4E-2
Q9NYQ7	Q99550	7.8E-3
P29374	Q99550	9.1E-3
P19801	Q9HAU0	9.9E-3
Q01740	Q9HAU0	7.7E-3
P05141	Q16651	1E-2
Q9UHR4	Q16651	1E-2
P51689	Q16651	1E-2
O43490	Q16651	8.5E-3
Q96HL8	Q16651	1.2E-2
Q14126	Q16651	9E-3
Q9H201	Q16651	1.3E-2
Q96KA5	Q16651	1.1E-2
Q12774	Q16651	8.6E-3
Q9Y4K4	Q9BRV8	6.4E-3
P13196	Q15800	9.4E-3
P56589	Q15800	2.1E-2
P52569	Q9H161	7E-3
Q9BZF2	Q9H161	8.3E-3
Q99884	Q9H161	4.3E-3
Q86UU1	Q9H161	1.1E-3
P14616	Q9H161	2.3E-3
Q16661	Q9H161	6.1E-3
Q9NQ90	Q9H161	8.6E-3
Q96B96	O00409	1.2E-2
P19801	O43488	9.8E-3
Q01740	O43488	7.7E-3
Q9Y315	O43488	1.4E-2
P84085	Q9UKD2	1.6E-2
P53680	Q9UKD2	1.6E-2
Q6NTF9	Q16517	9.9E-3
O94812	Q16517	1.2E-2
Q9Y6D9	Q9NZ43	2E-2
Q96EN9	Q9NZ43	1.4E-2
P42679	Q9NZ43	1E-2
Q9H5V9	Q9NZ43	2.8E-2
Q8IY17	Q9NZ43	9.7E-3
Q6P2E9	Q9NZ43	7E-3
Q9P055	Q9H0R1	1.1E-2
P48506	Q9UJX5	1.6E-2
O60673	Q9UJX5	1E-2
Q9P0K7	Q9UJX5	1.1E-2
Q9UKP5	Q9UJX5	1.7E-2
P43686	O43617	1.9E-2
P31930	Q9NRX4	8E-3
P07992	Q9NRX4	1.9E-2
P49184	Q9NRX4	1E-2
P14616	Q9Y5L3	7.8E-3
Q53S99	Q9Y5L3	8.5E-3
Q9BQI9	Q9Y5L3	2.4E-2
P20701	O60449	4.4E-3
Q9P2D3	O60449	1.6E-2
Q8IZD2	Q4LE39	7.9E-3
O75665	Q4LE39	8.6E-3
Q9H9R9	Q9H1Y3	1.3E-2
O15347	Q9H1Y3	2.9E-2
Q9NQW6	Q86SQ7	5.3E-3
Q9Y4K4	Q86SQ7	1.2E-2
Q9NRZ5	Q86SQ7	6.6E-3
Q9UQC2	Q86SQ7	7.1E-3
Q6NTF9	Q16849	6.7E-3
O94812	Q16849	5.5E-3
Q53HC9	Q16849	7.1E-3
Q5QGS0	Q16849	1.2E-2
Q16517	Q16849	6.2E-3
Q9Y6D9	Q8WUA7	2.1E-2
Q6P499	Q9ULM0	7.2E-3
Q9Y6X5	Q9ULM0	2.3E-3
Q9P2G1	Q9ULM0	8.1E-3
P57073	Q9ULM0	1.5E-3
P13473	Q9ULM0	6.3E-3
Q9Y2Y6	Q9ULM0	3E-3
Q9Y6N9	Q9ULM0	5.8E-3
Q86V24	Q9ULM0	2.8E-3
Q9HCP6	Q9ULM0	4.3E-3
Q9NQW6	Q9ULM0	1.6E-3
O75508	Q9ULM0	7.5E-3
Q9NRZ5	Q9ULM0	2E-3
Q13596	Q9ULM0	5.4E-3
Q9BYC5	Q9ULM0	5.1E-3
Q9UQC2	Q9ULM0	1.9E-3
Q7Z3T8	Q9ULM0	7.6E-3
Q9NWZ8	Q9ULM0	6.6E-3
Q9NRH3	O75110	8.2E-3
O60359	Q9NTU7	9E-3
Q9P2N7	Q6WN34	1.7E-2
P49754	Q92567	8.4E-3
Q99442	Q92567	8.8E-3
O95772	Q92567	3.5E-3
P51797	Q92567	3.8E-3
Q15326	Q92567	7.6E-3
Q12860	Q92567	8.6E-3
Q9UBP0	Q92567	6.3E-3
P60520	Q92567	3.4E-3
Q13491	Q92567	2.4E-3
Q86YR7	Q92567	1E-2
Q9H0R1	Q92567	7.6E-3
P01730	Q969Z4	1.5E-2
P42768	Q969Z4	1.1E-2
P49279	Q969Z4	1.5E-2
Q53S99	Q969Z4	5.5E-3
Q07011	Q969Z4	1.8E-2
Q9Y6X5	P54803	9.5E-3
Q13491	P54803	7.3E-3
P78332	Q9Y2X3	1E-2
Q9NQ29	Q9Y2X3	7.6E-3
O43670	Q9Y2X3	1.1E-2
Q6NZY4	Q9Y2X3	8.6E-3
Q9Y6M7	Q9Y2X3	8.9E-3
P25789	Q9Y2X3	7.4E-3
Q9H089	Q9Y2X3	1E-2
Q96AE7	Q9Y2X3	1.1E-2
O43900	Q7Z422	7.1E-3
O94812	Q12809	1.3E-2
Q9NYQ7	Q12809	8.3E-3
Q16517	Q12809	1.5E-2
Q9UBU7	Q13616	8.6E-3
O60762	Q9NRY5	5.6E-3
Q9UPZ6	Q96F07	2E-2
Q9UI12	Q96F07	2.4E-2
Q16563	Q9NYJ8	1.7E-2
Q9P203	Q9NU53	1.7E-2
Q9NRV9	Q9NU53	1.1E-2
Q9H3H1	Q9NU53	5.1E-3
P12270	Q9NU53	1.5E-2
O95772	P19525	1.2E-2
Q9NYF5	P19525	1.2E-2
P29374	P19525	1.1E-2
Q9Y2Y6	Q8NEZ4	1.1E-2
Q9Y4K4	Q8NEZ4	9.1E-3
P49759	Q8NEZ4	8.5E-3
Q9Y574	Q8TDD5	1.9E-2
P13196	Q8TDD5	9.7E-3
P17600	Q96PX6	7.7E-3
Q8IVH8	Q8TB72	8.4E-3
P29374	Q8TB72	1.2E-2
O75925	Q8TB72	1.6E-2
Q9NR20	Q8N983	1.1E-2
Q9UNX3	Q8N983	1.3E-2
P27169	Q14624	1.2E-2
P07358	Q14624	9.2E-3
P00480	Q14624	1.1E-2
Q9UJS0	P19827	5.5E-3
P27169	P19827	3.8E-3
P21439	P19827	6.4E-3
P31513	P19827	2.8E-3
Q9NP71	P19827	4.6E-3
Q96RI1	P19827	7.2E-3
P31327	P19827	4E-3
P07358	P19827	3E-3
O14756	P19827	6.6E-3
P00480	P19827	3.3E-3
P13671	P19827	5E-3
P00450	P19827	8.9E-3
Q14624	P19827	7.9E-3
Q9NRH3	Q9NWY4	6.8E-3
Q14667	Q96KR1	2.3E-2
Q9UBU7	Q8ND82	4.8E-3
Q16526	Q8ND82	1.1E-2
Q9H040	Q8ND82	1.3E-2
Q9NR20	Q8ND82	6.7E-3
P98182	Q8ND82	9.7E-3
Q9BS86	Q8ND82	3.9E-3
P12270	Q8ND82	1.3E-2
Q9HD26	Q8ND82	1.3E-2
O94812	Q96EK2	1.5E-2
Q16517	Q96EK2	1.5E-2
Q9Y228	Q13077	9.7E-3
Q13489	Q13077	1.9E-2
Q9NYF5	Q9HBD1	8.6E-3
P29374	Q9HBD1	9.3E-3
P19801	Q9NRM6	1E-2
Q01740	Q9NRM6	7.9E-3
P16444	Q9NRM6	1.4E-2
Q8NE62	Q9NRM6	2.5E-2
P82251	Q9NRM6	8.5E-3
Q9H2S6	O15488	1.2E-2
P31323	O15488	1.3E-2
Q9NS98	O15488	1.5E-2
Q9BRQ8	O15488	1.2E-2
Q6NUM9	O15488	1.1E-2
Q8IVH8	Q96PD2	7.5E-3
O75223	P29508	1.5E-2
Q9Y574	P35610	1.3E-2
P13196	P35610	1E-2
Q8TDD5	P35610	1.2E-2
P54296	Q99959	9.6E-3
Q8TDW4	O15457	1.7E-2
A8K0R7	O15457	1.6E-2
P27169	P08709	1.1E-2
P07358	P08709	8.6E-3
P19827	P08709	7.3E-3
O60762	P50395	4.7E-3
P35251	P50395	1.7E-2
O60762	Q9H1Y0	7.2E-3
Q8IVH8	Q9H1Y0	1E-2
Q9NUY8	Q9H1Y0	1.4E-2
P07686	Q9H1Y0	1E-2
Q9Y6X5	Q9ULS5	3.3E-3
P13473	Q9ULS5	8.6E-3
Q9Y2Y6	Q9ULS5	4.6E-3
Q9Y6N9	Q9ULS5	8.2E-3
Q86V24	Q9ULS5	4E-3
Q9NQW6	Q9ULS5	2.3E-3
Q9Y4K4	Q9ULS5	3.9E-3
Q9NRZ5	Q9ULS5	2.7E-3
Q13596	Q9ULS5	8.5E-3
Q9UQC2	Q9ULS5	2.9E-3
Q7Z3T8	Q9ULS5	1.1E-2
Q15836	Q9ULS5	5.7E-3
Q86SQ7	Q9ULS5	9E-3
Q9ULM0	Q9ULS5	2.5E-3
P84085	Q9BTC8	1.1E-2
O60341	Q9BTC8	1.1E-2
Q96L34	Q9BTC8	9.8E-3
Q15785	Q9BTC8	1.9E-2
Q9UNX3	Q9BTC8	9.6E-3
Q16654	Q92995	1E-2
P49184	Q92995	5.9E-3
Q9UPU9	Q92995	9.2E-3
P54296	Q92995	6E-3
Q99594	O14974	5.4E-3
P18206	O14974	8.3E-3
P24821	O14974	1E-2
Q14766	O14974	8.6E-3
Q9H169	Q13972	1.6E-2
Q8N5S9	Q13554	2.3E-2
P31629	Q13554	2.2E-2
Q9UBB6	Q13554	1.3E-2
Q9UBP4	Q13554	2.1E-2
Q9UKX3	Q5TZA2	9.6E-3
P14616	Q5TZA2	8.4E-3
Q96PE1	P23634	9.8E-3
P18206	P23634	1.1E-2
Q6WN34	P23634	1.7E-2
O14974	P23634	1.3E-2
O60762	Q9BVS4	6.1E-3
Q8IVH8	Q9BVS4	1.2E-2
Q9H3H1	Q9BVS4	9E-3
P49447	Q9Y548	2.1E-2
P11021	Q9Y548	2E-2
Q12774	Q9Y548	1.2E-2
Q5VTY9	Q9Y548	2E-2
Q13387	Q4VC44	9.7E-3
Q93050	Q4VC44	1.4E-2
Q0D2I5	Q9H9P5	2.4E-2
P51797	Q9H9P5	7.2E-3
Q3KR37	Q9H9P5	1.3E-2
P09769	P24557	1E-2
O43914	P24557	1.7E-2
P42768	P24557	1.6E-2
O15519	Q9H0J9	7.2E-3
O96018	Q9H0J9	4.3E-3
Q14764	Q9H0J9	4.6E-3
Q9Y5A7	Q9H0J9	7E-3
Q96FC9	Q9H0J9	6.5E-3
P19971	Q9H0J9	6.8E-3
O00481	Q9H0J9	4.1E-3
P20333	Q9H0J9	3E-3
Q2TB18	Q9H0J9	5.3E-3
Q9H089	Q9H0J9	7.5E-3
O75665	Q9H0J9	2.9E-3
Q8N612	Q9H0J9	5.3E-3
Q96AE7	Q9H0J9	7.4E-3
Q9Y2X3	Q9H0J9	3.1E-3
O43657	P54886	9.5E-3
Q9P2D0	P54886	1E-2
O43490	P54886	6E-3
Q9UGP8	P54886	1.1E-2
Q14126	P54886	7.3E-3
Q16651	P54886	4.9E-3
Q9H6R0	Q13395	2.5E-2
O75592	Q13395	1.8E-2
Q6DKK2	Q13395	1.4E-2
Q8N806	Q13395	1.1E-2
P29374	Q13395	1E-2
Q53HC9	Q13395	1.7E-2
Q9UKX3	O75879	7.8E-3
Q9HCP6	O75879	1.7E-2
Q53S99	O75879	9.3E-3
P30740	Q05195	1.7E-2
P28799	Q05195	8E-3
P35250	Q05195	1.7E-2
P60520	Q00537	8.5E-3
Q13491	Q00537	5.9E-3
P09769	P11169	1.1E-2
P30260	P11169	2.8E-2
Q6ZMT4	P11169	2E-2
O00458	P11169	2.3E-2
Q03405	P11169	2.7E-2
P48507	P11169	2.3E-2
Q8N5S9	A5PKW4	8.3E-3
O95153	A5PKW4	5.4E-3
O60359	A5PKW4	2.7E-3
Q96L34	A5PKW4	4.7E-3
P42679	A5PKW4	4.1E-3
Q9BYZ6	A5PKW4	6.2E-3
P22304	A5PKW4	8.4E-3
Q92782	A5PKW4	2.9E-3
O43909	A5PKW4	7.7E-3
Q8IVD9	A5PKW4	8.3E-3
Q9UBB6	A5PKW4	4.4E-3
Q9UIX4	A5PKW4	7.1E-3
Q9Y6A2	A5PKW4	2.9E-3
Q8TAP4	A5PKW4	5.3E-3
Q5QGS0	A5PKW4	8.7E-3
Q13554	A5PKW4	6E-3
Q9Y2Y4	Q9Y5B0	7.1E-3
Q9H6Z4	Q9Y5B0	1.9E-2
O60359	Q6J9G0	8.7E-3
Q9Y6A2	Q6J9G0	8.5E-3
Q8TAP4	Q6J9G0	1.6E-2
Q16849	Q6J9G0	9.7E-3
Q9NQW6	Q9H4A3	5.6E-3
Q9NRZ5	Q9H4A3	6.8E-3
Q9UQC2	Q9H4A3	6.9E-3
Q9ULS5	Q9H4A3	9.4E-3
P78332	Q8IX12	1.7E-2
Q8IZD2	Q8IX12	7.1E-3
O14628	Q8IX12	1.7E-2
Q9NQ29	Q8IX12	1.4E-2
O75665	Q8IX12	7.5E-3
Q9Y2X3	Q8IX12	7.6E-3
P35228	Q9NZT2	1.7E-2
Q9UJJ7	Q9NZT2	9E-3
Q13214	Q9NZT2	6.3E-3
Q13275	P30679	8.7E-3
Q9GZN4	P30679	8.5E-3
P11233	P30679	9.8E-3
Q5TAA0	P30679	8.9E-3
Q14002	P30679	8.7E-3
P21926	P30679	8E-3
P35030	P30679	5.9E-3
Q14CN2	P30679	6.5E-3
P30740	P30679	7.8E-3
Q9NX02	P30679	8.6E-3
P28799	P30679	4E-3
P40121	P30679	6.2E-3
O75626	P30679	9.6E-3
Q05195	P30679	7.5E-3
Q13214	Q68CJ9	6.6E-3
Q9UHC9	Q68CJ9	3E-2
Q92887	Q68CJ9	1.3E-2
Q9H161	Q68CJ9	6.5E-3
Q16563	Q96DI7	1.5E-2
P43686	Q96DI7	1.4E-2
Q15836	Q96DI7	1.2E-2
P50395	Q96DI7	1.5E-2
P17600	O15034	8.6E-3
Q96NX5	O15034	1.1E-2
Q7L8C5	O15034	2.2E-2
Q16849	O15034	1E-2
O15347	P12107	2.6E-2
Q9UJS0	Q9Y5U8	2.2E-2
Q9HCP6	Q9Y5U8	1.7E-2
Q96HP8	P09110	1E-2
Q53FZ2	P09110	1.1E-2
Q11201	P09110	9.8E-3
Q9Y315	P09110	7.3E-3
Q9Y5U8	P09110	9.9E-3
O00481	Q8WUI4	1.2E-2
Q9UKX3	Q9Y250	9.7E-3
P08603	Q9NQX0	1.9E-2
Q9UBG0	Q9NQX0	1.6E-2
P15502	Q9NQX0	2.6E-2
Q96IC2	Q9NPE6	1.1E-2
Q9Y2T7	Q9NPE6	9.2E-3
Q9Y2S7	P82673	8E-3
Q6PML9	P82673	1.5E-2
Q7KZN9	P82673	1.3E-2
Q96AQ8	P82673	1.3E-2
O60359	Q02153	1E-2
Q9Y6A2	Q02153	1.1E-2
Q8TAP4	Q02153	2E-2
Q9Y4K4	Q12872	9.5E-3
Q99884	Q07912	1.7E-2
P29374	Q7Z3U7	1.2E-2
O14792	P22223	1.8E-2
O43623	P22223	1.1E-2
P25445	P22223	2.5E-2
Q2KHR3	P22223	2E-2
Q9UHF4	P54793	2.2E-2
O00522	Q86WP2	1.8E-2
Q9NYF5	Q86WP2	6.5E-3
P29374	Q86WP2	6.7E-3
Q8NFC6	Q86WP2	1.7E-2
Q96T23	Q86WP2	1.7E-2
Q9H2S6	Q96PD7	9.2E-3
P31323	Q96PD7	1.1E-2
P10620	Q96PD7	1.2E-2
Q9NS98	Q96PD7	1E-2
Q9NZN4	Q96PD7	6.3E-3
Q13133	Q96PD7	1.1E-2
Q9BRQ8	Q96PD7	9.6E-3
Q6NUM9	Q96PD7	9.7E-3
O15488	Q96PD7	1.2E-2
Q8IVH8	Q9UJU3	5.5E-3
Q7L099	Q9UJU3	1.5E-2
Q8IYH5	Q9UJU3	1.4E-2
Q7Z3U7	Q9UJU3	1.3E-2
Q86WP2	Q9UJU3	1E-2
O14561	O75390	7.8E-3
P53701	O75390	2E-2
P31930	O75390	7.7E-3
P08588	P29376	2.1E-2
P21583	P29376	2.3E-2
O60861	Q96JJ3	3E-2
Q9UBP0	Q96JJ3	1.8E-2
P60520	Q96JJ3	9.9E-3
Q92567	Q96JJ3	8.1E-3
O60762	Q7Z5K2	6.5E-3
Q9NSG2	Q7Z5K2	1.8E-2
P07686	Q96GC9	9.2E-3
Q9Y2Y6	Q92624	1.2E-2
Q9Y4K4	Q92624	9.3E-3
Q86WP2	Q92624	1.8E-2
Q9UJU3	Q92624	1.6E-2
Q15021	P28340	1.3E-2
Q96FC9	P28340	1.4E-2
Q9Y6A5	P28340	5.7E-3
Q06609	P28340	1.4E-2
P13498	P28340	1.2E-2
P56179	Q53EL9	1.1E-2
Q92782	Q53EL9	4.6E-3
Q13554	Q53EL9	1.2E-2
A5PKW4	Q53EL9	4.1E-3
Q9Y2T7	Q9GZN6	1E-2
P51797	Q9NRA0	7.8E-3
Q9NRH3	Q9NRA0	5.6E-3
Q92729	Q9NRA0	1.6E-2
Q8N5S9	O75493	8E-3
O95153	O75493	5.1E-3
O60359	O75493	2.6E-3
P78423	O75493	6.2E-3
Q96L34	O75493	4.2E-3
P42679	O75493	3.5E-3
P17600	O75493	2.4E-3
Q96NX5	O75493	3.2E-3
Q9BYZ6	O75493	6E-3
Q92782	O75493	2.5E-3
Q8IVD9	O75493	8E-3
Q9UBB6	O75493	4.4E-3
ENSG00000033122	O75493	7.1E-3
Q9Y6A2	O75493	2.7E-3
Q8TAP4	O75493	4.9E-3
Q96F07	O75493	6.3E-3
Q13554	O75493	6E-3
A5PKW4	O75493	2.3E-3
Q6J9G0	O75493	6.9E-3
Q53EL9	O75493	3.9E-3
Q13214	P26368	7.8E-3
Q9NZT2	P26368	2.5E-2
Q24JP5	Q9Y6I3	9.2E-3
O43497	Q9Y6I3	5.8E-3
P35228	Q9Y6I3	5.2E-3
Q9UJJ7	Q9Y6I3	3E-3
O76039	Q9Y6I3	6.9E-3
Q9NPA2	Q9Y6I3	8.3E-3
Q9UIG0	Q9Y6I3	5.8E-3
O43581	Q9Y6I3	7.9E-3
Q9UIX4	Q9Y6I3	6.5E-3
P41180	Q9Y6I3	8.3E-3
Q53S99	Q9Y6I3	2.6E-3
Q9BZS1	Q9Y6I3	8.8E-3
P56945	Q9Y6I3	6.7E-3
Q9NZT2	Q9Y6I3	6.3E-3
Q9Y250	Q9Y6I3	8E-3
P29376	Q9Y6I3	6.2E-3
Q99442	Q9NX70	2.2E-2
O95772	Q9NX70	9.1E-3
Q9Y3P9	Q9NX70	1.6E-2
Q9NRH3	Q9NX70	6.3E-3
Q92567	Q9NX70	6.6E-3
Q96KR1	Q9NX70	1.6E-2
Q9UKX3	O15499	6E-3
Q13214	O15499	5.3E-3
Q9H161	O15499	4.9E-3
Q5TZA2	O15499	1.8E-2
Q8TDD5	Q9NSD4	1E-2
P35610	Q9NSD4	1E-2
O75223	Q13613	1.6E-2
Q8WYA1	Q13613	2E-2
P84085	P35052	1.5E-2
P35030	P35052	1.2E-2
P53680	P35052	1.5E-2
Q7L5A3	Q86TW2	2E-2
Q9UKY4	Q86TW2	1.8E-2
Q8IY17	Q86TW2	8E-3
Q6P1Q0	P78317	1.5E-2
Q9HBD1	P78317	1.3E-2
Q13395	P78317	1.5E-2
Q9Y6X5	Q9UPQ0	1.1E-2
P57073	Q9UPQ0	6.2E-3
Q9NQW6	Q9UPQ0	6.6E-3
Q9UQC2	Q9UPQ0	8.1E-3
