Preferred_Name	Name	Source
O43657	ENSG00000000003	Ensembl Gene ID
O43657	ENSP00000362111	Ensembl Protein ID
O43657	ENSP00000482130	Ensembl Protein ID
O43657	ENSP00000482894	Ensembl Protein ID
O43657	7105	Entrez Gene ID
O43657	TSPAN6	Gene Name
O43657	NP_001265669	RefSeq Protein ID
O43657	NP_001265670	RefSeq Protein ID
O43657	NP_001265671	RefSeq Protein ID
O43657	NP_001265672	RefSeq Protein ID
O43657	NP_003261	RefSeq Protein ID
O43657	NM_001278740	Synonym
O43657	NM_001278741	Synonym
O43657	NM_001278742	Synonym
O43657	NM_001278743	Synonym
O43657	NM_003270	Synonym
O43657	T245	Uniprot ID
O43657	TM4SF6	Uniprot ID
O43657	TSPAN-6	Uniprot ID
O43657	O43657	Ensembl Gene ID
Q9H2S6	ENSG00000000005	Ensembl Gene ID
Q9H2S6	ENSP00000362122	Ensembl Protein ID
Q9H2S6	64102	Entrez Gene ID
Q9H2S6	TNMD	Gene Name
Q9H2S6	NP_071427	RefSeq Protein ID
Q9H2S6	NM_022144	Synonym
Q9H2S6	BRICD4	Uniprot ID
Q9H2S6	ChM1L	Uniprot ID
Q9H2S6	myodulin	Uniprot ID
Q9H2S6	TEM	Uniprot ID
Q9H2S6	tendin	Uniprot ID
Q9H2S6	Q9H2S6	Ensembl Gene ID
O60762	ENSG00000000419	Ensembl Gene ID
O60762	ENSP00000360638	Ensembl Protein ID
O60762	ENSP00000360640	Ensembl Protein ID
O60762	ENSP00000360644	Ensembl Protein ID
O60762	ENSP00000394921	Ensembl Protein ID
O60762	8813	Entrez Gene ID
O60762	DPM1	Gene Name
O60762	NP_001303963	RefSeq Protein ID
O60762	NP_001303964	RefSeq Protein ID
O60762	NP_001303965	RefSeq Protein ID
O60762	NP_003850	RefSeq Protein ID
O60762	NM_001317034	Synonym
O60762	NM_001317035	Synonym
O60762	NM_001317036	Synonym
O60762	NM_003859	Synonym
O60762	CDGIE	Uniprot ID
O60762	MPDS	Uniprot ID
O60762	O60762	Ensembl Gene ID
Q8IZE3	ENSG00000000457	Ensembl Gene ID
Q8IZE3	ENSP00000356744	Ensembl Protein ID
Q8IZE3	ENSP00000356745	Ensembl Protein ID
Q8IZE3	ENSP00000356746	Ensembl Protein ID
Q8IZE3	ENSP00000407993	Ensembl Protein ID
Q8IZE3	57147	Entrez Gene ID
Q8IZE3	SCYL3	Gene Name
Q8IZE3	NP_065156	RefSeq Protein ID
Q8IZE3	NP_851607	RefSeq Protein ID
Q8IZE3	NM_020423	Synonym
Q8IZE3	NM_181093	Synonym
Q8IZE3	PACE-1	Uniprot ID
Q8IZE3	PACE1	Uniprot ID
Q8IZE3	Q8IZE3	Ensembl Gene ID
Q9NSG2	ENSG00000000460	Ensembl Gene ID
Q9NSG2	ENSP00000286031	Ensembl Protein ID
Q9NSG2	ENSP00000352276	Ensembl Protein ID
Q9NSG2	ENSP00000389257	Ensembl Protein ID
Q9NSG2	ENSP00000489730	Ensembl Protein ID
Q9NSG2	ENSP00000490194	Ensembl Protein ID
Q9NSG2	ENSP00000490333	Ensembl Protein ID
Q9NSG2	ENSP00000490589	Ensembl Protein ID
Q9NSG2	ENSP00000490772	Ensembl Protein ID
Q9NSG2	55732	Entrez Gene ID
Q9NSG2	C1orf112	Gene Name
Q9NSG2	NP_001306976	RefSeq Protein ID
Q9NSG2	NP_001306977	RefSeq Protein ID
Q9NSG2	NP_001306979	RefSeq Protein ID
Q9NSG2	NP_001306980	RefSeq Protein ID
Q9NSG2	NP_001350668	RefSeq Protein ID
Q9NSG2	NP_001353697	RefSeq Protein ID
Q9NSG2	NP_001353698	RefSeq Protein ID
Q9NSG2	NP_001353699	RefSeq Protein ID
Q9NSG2	NP_001353700	RefSeq Protein ID
Q9NSG2	NP_001353701	RefSeq Protein ID
Q9NSG2	NP_001353702	RefSeq Protein ID
Q9NSG2	NM_001320047	Synonym
Q9NSG2	NM_001320048	Synonym
Q9NSG2	NM_001320050	Synonym
Q9NSG2	NM_001320051	Synonym
Q9NSG2	NM_001363739	Synonym
Q9NSG2	NM_001366768	Synonym
Q9NSG2	NM_001366769	Synonym
Q9NSG2	NM_001366770	Synonym
Q9NSG2	NM_001366771	Synonym
Q9NSG2	NM_001366772	Synonym
Q9NSG2	NM_001366773	Synonym
Q9NSG2	FLJ10706	Uniprot ID
Q9NSG2	Q9NSG2	Ensembl Gene ID
P09769	ENSG00000000938	Ensembl Gene ID
P09769	ENSP00000363115	Ensembl Protein ID
P09769	ENSP00000363116	Ensembl Protein ID
P09769	ENSP00000363117	Ensembl Protein ID
P09769	ENSP00000382126	Ensembl Protein ID
P09769	ENSP00000407670	Ensembl Protein ID
P09769	2268	Entrez Gene ID
P09769	FGR	Gene Name
P09769	NP_001036194	RefSeq Protein ID
P09769	NP_001036212	RefSeq Protein ID
P09769	NP_005239	RefSeq Protein ID
P09769	NM_001042729	Synonym
P09769	NM_001042747	Synonym
P09769	NM_005248	Synonym
P09769	c-fgr	Uniprot ID
P09769	p55c-fgr	Uniprot ID
P09769	SRC2	Uniprot ID
P09769	P09769	Ensembl Gene ID
P08603	ENSG00000000971	Ensembl Gene ID
P08603	ENSP00000352658	Ensembl Protein ID
P08603	ENSP00000356399	Ensembl Protein ID
P08603	ENSP00000487250	Ensembl Protein ID
P08603	3075	Entrez Gene ID
P08603	CFH	Gene Name
P08603	NP_000177	RefSeq Protein ID
P08603	NP_001014975	RefSeq Protein ID
P08603	NM_000186	Synonym
P08603	NM_001014975	Synonym
P08603	ARMD4	Uniprot ID
P08603	ARMS1	Uniprot ID
P08603	HF	Uniprot ID
P08603	HF1	Uniprot ID
P08603	HF2	Uniprot ID
P08603	HUS	Uniprot ID
P08603	P08603	Ensembl Gene ID
Q9BTY2	ENSG00000001036	Ensembl Gene ID
Q9BTY2	ENSP00000002165	Ensembl Protein ID
Q9BTY2	ENSP00000398119	Ensembl Protein ID
Q9BTY2	2519	Entrez Gene ID
Q9BTY2	FUCA2	Gene Name
Q9BTY2	NP_114409	RefSeq Protein ID
Q9BTY2	NM_032020	Synonym
Q9BTY2	dJ20N2.5	Uniprot ID
Q9BTY2	MGC1314	Uniprot ID
Q9BTY2	Q9BTY2	Ensembl Gene ID
P48506	ENSG00000001084	Ensembl Gene ID
P48506	ENSP00000421228	Ensembl Protein ID
P48506	ENSP00000421908	Ensembl Protein ID
P48506	ENSP00000424211	Ensembl Protein ID
P48506	ENSP00000427403	Ensembl Protein ID
P48506	ENSP00000482756	Ensembl Protein ID
P48506	ENSP00000495056	Ensembl Protein ID
P48506	ENSP00000495686	Ensembl Protein ID
P48506	ENSP00000497574	Ensembl Protein ID
P48506	2729	Entrez Gene ID
P48506	GCLC	Gene Name
P48506	NP_001184044	RefSeq Protein ID
P48506	NP_001489	RefSeq Protein ID
P48506	NM_001197115	Synonym
P48506	NM_001498	Synonym
P48506	GLCL	Uniprot ID
P48506	GLCLC	Uniprot ID
P48506	P48506	Ensembl Gene ID
P23511	ENSG00000001167	Ensembl Gene ID
P23511	ENSP00000229418	Ensembl Protein ID
P23511	ENSP00000345702	Ensembl Protein ID
P23511	4800	Entrez Gene ID
P23511	NFYA	Gene Name
P23511	NP_002496	RefSeq Protein ID
P23511	NP_068351	RefSeq Protein ID
P23511	NM_002505	Synonym
P23511	NM_021705	Synonym
P23511	CBF-B	Uniprot ID
P23511	NF-YA	Uniprot ID
P23511	P23511	Ensembl Gene ID
Q5TH74	ENSG00000001460	Ensembl Gene ID
Q5TH74	ENSP00000003583	Ensembl Protein ID
Q5TH74	ENSP00000337461	Ensembl Protein ID
Q5TH74	ENSP00000363530	Ensembl Protein ID
Q5TH74	ENSP00000392225	Ensembl Protein ID
Q5TH74	ENSP00000416176	Ensembl Protein ID
Q5TH74	90529	Entrez Gene ID
Q5TH74	STPG1	Gene Name
Q5TH74	NP_001185941	RefSeq Protein ID
Q5TH74	NP_001185942	RefSeq Protein ID
Q5TH74	NP_001185943	RefSeq Protein ID
Q5TH74	NP_835223	RefSeq Protein ID
Q5TH74	NM_001199012	Synonym
Q5TH74	NM_001199013	Synonym
Q5TH74	NM_001199014	Synonym
Q5TH74	NM_178122	Synonym
Q5TH74	C1orf201	Uniprot ID
Q5TH74	FLJ33340	Uniprot ID
Q5TH74	MAPO2	Uniprot ID
Q5TH74	Q5TH74	Ensembl Gene ID
Q6P499	ENSG00000001461	Ensembl Gene ID
Q6P499	ENSP00000003912	Ensembl Protein ID
Q6P499	ENSP00000343549	Ensembl Protein ID
Q6P499	ENSP00000350722	Ensembl Protein ID
Q6P499	ENSP00000363520	Ensembl Protein ID
Q6P499	ENSP00000392170	Ensembl Protein ID
Q6P499	57185	Entrez Gene ID
Q6P499	NIPAL3	Gene Name
Q6P499	NP_001309783	RefSeq Protein ID
Q6P499	NP_001309784	RefSeq Protein ID
Q6P499	NP_001309785	RefSeq Protein ID
Q6P499	NP_001309786	RefSeq Protein ID
Q6P499	NP_001309787	RefSeq Protein ID
Q6P499	NP_001309788	RefSeq Protein ID
Q6P499	NP_001309789	RefSeq Protein ID
Q6P499	NP_001309790	RefSeq Protein ID
Q6P499	NP_001309791	RefSeq Protein ID
Q6P499	NP_001309792	RefSeq Protein ID
Q6P499	NP_001309793	RefSeq Protein ID
Q6P499	NP_001309794	RefSeq Protein ID
Q6P499	NP_001309795	RefSeq Protein ID
Q6P499	NP_001309797	RefSeq Protein ID
Q6P499	NP_001317338	RefSeq Protein ID
Q6P499	NP_065181	RefSeq Protein ID
Q6P499	NM_001322854	Synonym
Q6P499	NM_001322855	Synonym
Q6P499	NM_001322856	Synonym
Q6P499	NM_001322857	Synonym
Q6P499	NM_001322858	Synonym
Q6P499	NM_001322859	Synonym
Q6P499	NM_001322860	Synonym
Q6P499	NM_001322861	Synonym
Q6P499	NM_001322862	Synonym
Q6P499	NM_001322863	Synonym
Q6P499	NM_001322864	Synonym
Q6P499	NM_001322865	Synonym
Q6P499	NM_001322866	Synonym
Q6P499	NM_001322868	Synonym
Q6P499	NM_001330409	Synonym
Q6P499	NM_020448	Synonym
Q6P499	DJ462O23.2	Uniprot ID
Q6P499	NPAL3	Uniprot ID
Q6P499	Q6P499	Ensembl Gene ID
Q9Y4W2	ENSG00000001497	Ensembl Gene ID
Q9Y4W2	ENSP00000363937	Ensembl Protein ID
Q9Y4W2	ENSP00000363940	Ensembl Protein ID
Q9Y4W2	ENSP00000363944	Ensembl Protein ID
Q9Y4W2	ENSP00000473471	Ensembl Protein ID
Q9Y4W2	ENSP00000473630	Ensembl Protein ID
Q9Y4W2	81887	Entrez Gene ID
Q9Y4W2	LAS1L	Gene Name
Q9Y4W2	NP_001164120	RefSeq Protein ID
Q9Y4W2	NP_001164121	RefSeq Protein ID
Q9Y4W2	NP_001362257	RefSeq Protein ID
Q9Y4W2	NP_001362258	RefSeq Protein ID
Q9Y4W2	NP_001362259	RefSeq Protein ID
Q9Y4W2	NP_001362260	RefSeq Protein ID
Q9Y4W2	NP_001362261	RefSeq Protein ID
Q9Y4W2	NP_001362262	RefSeq Protein ID
Q9Y4W2	NP_001362263	RefSeq Protein ID
Q9Y4W2	NP_001362264	RefSeq Protein ID
Q9Y4W2	NP_001362265	RefSeq Protein ID
Q9Y4W2	NP_001362266	RefSeq Protein ID
Q9Y4W2	NP_112483	RefSeq Protein ID
Q9Y4W2	NM_001170649	Synonym
Q9Y4W2	NM_001170650	Synonym
Q9Y4W2	NM_001375328	Synonym
Q9Y4W2	NM_001375329	Synonym
Q9Y4W2	NM_001375330	Synonym
Q9Y4W2	NM_001375331	Synonym
Q9Y4W2	NM_001375332	Synonym
Q9Y4W2	NM_001375333	Synonym
Q9Y4W2	NM_001375334	Synonym
Q9Y4W2	NM_001375335	Synonym
Q9Y4W2	NM_001375336	Synonym
Q9Y4W2	NM_001375337	Synonym
Q9Y4W2	NM_031206	Synonym
Q9Y4W2	FLJ12525	Uniprot ID
Q9Y4W2	Q9Y4W2	Ensembl Gene ID
Q9Y6X5	ENSG00000001561	Ensembl Gene ID
Q9Y6X5	ENSP00000318066	Ensembl Protein ID
Q9Y6X5	22875	Entrez Gene ID
Q9Y6X5	ENPP4	Gene Name
Q9Y6X5	NP_055751	RefSeq Protein ID
Q9Y6X5	NM_014936	Synonym
Q9Y6X5	KIAA0879	Uniprot ID
Q9Y6X5	NPP4	Uniprot ID
Q9Y6X5	Q9Y6X5	Ensembl Gene ID
Q13275	ENSG00000001617	Ensembl Gene ID
Q13275	ENSP00000002829	Ensembl Protein ID
Q13275	ENSP00000388931	Ensembl Protein ID
Q13275	ENSP00000392588	Ensembl Protein ID
Q13275	ENSP00000398399	Ensembl Protein ID
Q13275	ENSP00000400549	Ensembl Protein ID
Q13275	ENSP00000409859	Ensembl Protein ID
Q13275	ENSP00000416356	Ensembl Protein ID
Q13275	6405	Entrez Gene ID
Q13275	SEMA3F	Gene Name
Q13275	NP_001305727	RefSeq Protein ID
Q13275	NP_001305729	RefSeq Protein ID
Q13275	NP_004177	RefSeq Protein ID
Q13275	NM_001318798	Synonym
Q13275	NM_001318800	Synonym
Q13275	NM_004186	Synonym
Q13275	Sema4	Uniprot ID
Q13275	SEMAK	Uniprot ID
Q13275	Q13275	Ensembl Gene ID
P13569	ENSG00000001626	Ensembl Gene ID
P13569	ENSP00000003084	Ensembl Protein ID
P13569	ENSP00000389119	Ensembl Protein ID
P13569	ENSP00000417012	Ensembl Protein ID
P13569	ENSP00000419254	Ensembl Protein ID
P13569	ENSP00000470177	Ensembl Protein ID
P13569	ENSP00000497203	Ensembl Protein ID
P13569	ENSP00000497658	Ensembl Protein ID
P13569	ENSP00000497673	Ensembl Protein ID
P13569	ENSP00000497957	Ensembl Protein ID
P13569	ENSP00000497965	Ensembl Protein ID
P13569	ENSP00000501235	Ensembl Protein ID
P13569	1080	Entrez Gene ID
P13569	CFTR	Gene Name
P13569	NP_000483	RefSeq Protein ID
P13569	NM_000492	Synonym
P13569	ABC35	Uniprot ID
P13569	ABCC7	Uniprot ID
P13569	CF	Uniprot ID
P13569	CFTR/MRP	Uniprot ID
P13569	dJ760C5.1	Uniprot ID
P13569	TNR-CFTR	Uniprot ID
P13569	P13569	Ensembl Gene ID
Q9P2G1	ENSG00000001629	Ensembl Gene ID
Q9P2G1	ENSP00000265742	Ensembl Protein ID
Q9P2G1	ENSP00000396406	Ensembl Protein ID
Q9P2G1	ENSP00000406644	Ensembl Protein ID
Q9P2G1	ENSP00000407002	Ensembl Protein ID
Q9P2G1	ENSP00000407913	Ensembl Protein ID
Q9P2G1	54467	Entrez Gene ID
Q9P2G1	ANKIB1	Gene Name
Q9P2G1	NP_061877	RefSeq Protein ID
Q9P2G1	NM_019004	Synonym
Q9P2G1	DKFZP434A0225	Uniprot ID
Q9P2G1	KIAA1386	Uniprot ID
Q9P2G1	Q9P2G1	Ensembl Gene ID
Q16850	ENSG00000001630	Ensembl Gene ID
Q16850	ENSP00000003100	Ensembl Protein ID
Q16850	ENSP00000394268	Ensembl Protein ID
Q16850	ENSP00000406757	Ensembl Protein ID
Q16850	1595	Entrez Gene ID
Q16850	CYP51A1	Gene Name
Q16850	NP_000777	RefSeq Protein ID
Q16850	NP_001139624	RefSeq Protein ID
Q16850	NM_000786	Synonym
Q16850	NM_001146152	Synonym
Q16850	CP51	Uniprot ID
Q16850	CYP51	Uniprot ID
Q16850	LDM	Uniprot ID
Q16850	P450-14DM	Uniprot ID
Q16850	P450L1	Uniprot ID
Q16850	Q16850	Ensembl Gene ID
O00522	ENSG00000001631	Ensembl Gene ID
O00522	ENSP00000344668	Ensembl Protein ID
O00522	ENSP00000378011	Ensembl Protein ID
O00522	ENSP00000378013	Ensembl Protein ID
O00522	ENSP00000378015	Ensembl Protein ID
O00522	ENSP00000388076	Ensembl Protein ID
O00522	ENSP00000391540	Ensembl Protein ID
O00522	ENSP00000391675	Ensembl Protein ID
O00522	ENSP00000395346	Ensembl Protein ID
O00522	ENSP00000395604	Ensembl Protein ID
O00522	ENSP00000396042	Ensembl Protein ID
O00522	ENSP00000396352	Ensembl Protein ID
O00522	ENSP00000404084	Ensembl Protein ID
O00522	ENSP00000404790	Ensembl Protein ID
O00522	ENSP00000405835	Ensembl Protein ID
O00522	ENSP00000410104	Ensembl Protein ID
O00522	ENSP00000410467	Ensembl Protein ID
O00522	ENSP00000410909	Ensembl Protein ID
O00522	ENSP00000414694	Ensembl Protein ID
O00522	889	Entrez Gene ID
O00522	KRIT1	Gene Name
O00522	NP_001013424	RefSeq Protein ID
O00522	NP_001337598	RefSeq Protein ID
O00522	NP_001337599	RefSeq Protein ID
O00522	NP_001337600	RefSeq Protein ID
O00522	NP_001337601	RefSeq Protein ID
O00522	NP_001337602	RefSeq Protein ID
O00522	NP_001337603	RefSeq Protein ID
O00522	NP_001337604	RefSeq Protein ID
O00522	NP_001337605	RefSeq Protein ID
O00522	NP_001337606	RefSeq Protein ID
O00522	NP_001337607	RefSeq Protein ID
O00522	NP_001337608	RefSeq Protein ID
O00522	NP_001337609	RefSeq Protein ID
O00522	NP_001337610	RefSeq Protein ID
O00522	NP_001337611	RefSeq Protein ID
O00522	NP_001337612	RefSeq Protein ID
O00522	NP_001337613	RefSeq Protein ID
O00522	NP_001337614	RefSeq Protein ID
O00522	NP_001337615	RefSeq Protein ID
O00522	NP_001337616	RefSeq Protein ID
O00522	NP_001337617	RefSeq Protein ID
O00522	NP_001337618	RefSeq Protein ID
O00522	NP_001337619	RefSeq Protein ID
O00522	NP_001337620	RefSeq Protein ID
O00522	NP_001337621	RefSeq Protein ID
O00522	NP_001337622	RefSeq Protein ID
O00522	NP_001337623	RefSeq Protein ID
O00522	NP_001337624	RefSeq Protein ID
O00522	NP_001337625	RefSeq Protein ID
O00522	NP_001337626	RefSeq Protein ID
O00522	NP_004903	RefSeq Protein ID
O00522	NP_919436	RefSeq Protein ID
O00522	NP_919437	RefSeq Protein ID
O00522	NP_919438	RefSeq Protein ID
O00522	NM_001013406	Synonym
O00522	NM_001350669	Synonym
O00522	NM_001350670	Synonym
O00522	NM_001350671	Synonym
O00522	NM_001350672	Synonym
O00522	NM_001350673	Synonym
O00522	NM_001350674	Synonym
O00522	NM_001350675	Synonym
O00522	NM_001350676	Synonym
O00522	NM_001350677	Synonym
O00522	NM_001350678	Synonym
O00522	NM_001350679	Synonym
O00522	NM_001350680	Synonym
O00522	NM_001350681	Synonym
O00522	NM_001350682	Synonym
O00522	NM_001350683	Synonym
O00522	NM_001350684	Synonym
O00522	NM_001350685	Synonym
O00522	NM_001350686	Synonym
O00522	NM_001350687	Synonym
O00522	NM_001350688	Synonym
O00522	NM_001350689	Synonym
O00522	NM_001350690	Synonym
O00522	NM_001350691	Synonym
O00522	NM_001350692	Synonym
O00522	NM_001350693	Synonym
O00522	NM_001350694	Synonym
O00522	NM_001350695	Synonym
O00522	NM_001350696	Synonym
O00522	NM_001350697	Synonym
O00522	NM_004912	Synonym
O00522	NM_194454	Synonym
O00522	NM_194455	Synonym
O00522	NM_194456	Synonym
O00522	CAM	Uniprot ID
O00522	CCM1	Uniprot ID
O00522	O00522	Ensembl Gene ID
P43351	ENSG00000002016	Ensembl Gene ID
P43351	ENSP00000351284	Ensembl Protein ID
P43351	ENSP00000380407	Ensembl Protein ID
P43351	ENSP00000387901	Ensembl Protein ID
P43351	ENSP00000434703	Ensembl Protein ID
P43351	ENSP00000436008	Ensembl Protein ID
P43351	ENSP00000438965	Ensembl Protein ID
P43351	ENSP00000439583	Ensembl Protein ID
P43351	ENSP00000440268	Ensembl Protein ID
P43351	ENSP00000440486	Ensembl Protein ID
P43351	ENSP00000441073	Ensembl Protein ID
P43351	ENSP00000443254	Ensembl Protein ID
P43351	5893	Entrez Gene ID
P43351	RAD52	Gene Name
P43351	NP_001284348	RefSeq Protein ID
P43351	NP_001284349	RefSeq Protein ID
P43351	NP_001284350	RefSeq Protein ID
P43351	NP_001284351	RefSeq Protein ID
P43351	NP_602296	RefSeq Protein ID
P43351	NM_001297419	Synonym
P43351	NM_001297420	Synonym
P43351	NM_001297421	Synonym
P43351	NM_001297422	Synonym
P43351	NM_134424	Synonym
P43351	P43351	Ensembl Gene ID
Q92934	ENSG00000002330	Ensembl Gene ID
Q92934	ENSP00000309103	Ensembl Protein ID
Q92934	ENSP00000378039	Ensembl Protein ID
Q92934	ENSP00000378040	Ensembl Protein ID
Q92934	ENSP00000438975	Ensembl Protein ID
Q92934	ENSP00000439202	Ensembl Protein ID
Q92934	ENSP00000440575	Ensembl Protein ID
Q92934	572	Entrez Gene ID
Q92934	BAD	Gene Name
Q92934	NP_004313	RefSeq Protein ID
Q92934	NP_116784	RefSeq Protein ID
Q92934	NM_004322	Synonym
Q92934	NM_032989	Synonym
Q92934	BBC2	Uniprot ID
Q92934	BCL2L8	Uniprot ID
Q92934	Q92934	Ensembl Gene ID
P28838	ENSG00000002549	Ensembl Gene ID
P28838	ENSP00000226299	Ensembl Protein ID
P28838	ENSP00000423350	Ensembl Protein ID
P28838	ENSP00000424724	Ensembl Protein ID
P28838	ENSP00000476028	Ensembl Protein ID
P28838	ENSP00000481000	Ensembl Protein ID
P28838	51056	Entrez Gene ID
P28838	LAP3	Gene Name
P28838	NP_056991	RefSeq Protein ID
P28838	NM_015907	Synonym
P28838	LAPEP	Uniprot ID
P28838	PEPS	Uniprot ID
P28838	P28838	Ensembl Gene ID
P14209	ENSG00000002586	Ensembl Gene ID
P14209	ENSP00000370570	Ensembl Protein ID
P14209	ENSP00000370573	Ensembl Protein ID
P14209	ENSP00000370579	Ensembl Protein ID
P14209	ENSP00000370582	Ensembl Protein ID
P14209	ENSP00000370588	Ensembl Protein ID
P14209	ENSP00000479999	Ensembl Protein ID
P14209	ENSP00000485427	Ensembl Protein ID
P14209	ENSP00000485545	Ensembl Protein ID
P14209	ENSP00000494027	Ensembl Protein ID
P14209	4267	Entrez Gene ID
P14209	CD99	Gene Name
P14209	NP_001116370	RefSeq Protein ID
P14209	NP_001308296	RefSeq Protein ID
P14209	NP_001308297	RefSeq Protein ID
P14209	NP_001308298	RefSeq Protein ID
P14209	NP_001308299	RefSeq Protein ID
P14209	NP_002405	RefSeq Protein ID
P14209	NM_001122898	Synonym
P14209	NM_001321367	Synonym
P14209	NM_001321368	Synonym
P14209	NM_001321369	Synonym
P14209	NM_001321370	Synonym
P14209	NM_002414	Synonym
P14209	MIC2	Uniprot ID
P14209	P14209	Ensembl Gene ID
O14792	ENSG00000002587	Ensembl Gene ID
O14792	ENSP00000002596	Ensembl Protein ID
O14792	ENSP00000422629	Ensembl Protein ID
O14792	ENSP00000425673	Ensembl Protein ID
O14792	9957	Entrez Gene ID
O14792	HS3ST1	Gene Name
O14792	NP_005105	RefSeq Protein ID
O14792	NM_005114	Synonym
O14792	3OST1	Uniprot ID
O14792	O14792	Ensembl Gene ID
P19801	ENSG00000002726	Ensembl Gene ID
P19801	ENSP00000354193	Ensembl Protein ID
P19801	ENSP00000411613	Ensembl Protein ID
P19801	ENSP00000417392	Ensembl Protein ID
P19801	ENSP00000418328	Ensembl Protein ID
P19801	ENSP00000418557	Ensembl Protein ID
P19801	ENSP00000418614	Ensembl Protein ID
P19801	26	Entrez Gene ID
P19801	AOC1	Gene Name
P19801	NP_001082	RefSeq Protein ID
P19801	NP_001259001	RefSeq Protein ID
P19801	NM_001091	Synonym
P19801	NM_001272072	Synonym
P19801	P19801	Ensembl Gene ID
Q9UBV4	ENSG00000002745	Ensembl Gene ID
Q9UBV4	ENSP00000222462	Ensembl Protein ID
Q9UBV4	ENSP00000355065	Ensembl Protein ID
Q9UBV4	51384	Entrez Gene ID
Q9UBV4	WNT16	Gene Name
Q9UBV4	NP_057171	RefSeq Protein ID
Q9UBV4	NP_476509	RefSeq Protein ID
Q9UBV4	NM_016087	Synonym
Q9UBV4	NM_057168	Synonym
Q9UBV4	Q9UBV4	Ensembl Gene ID
Q76N89	ENSG00000002746	Ensembl Gene ID
Q76N89	ENSP00000379228	Ensembl Protein ID
Q76N89	ENSP00000407774	Ensembl Protein ID
Q76N89	ENSP00000413336	Ensembl Protein ID
Q76N89	23072	Entrez Gene ID
Q76N89	HECW1	Gene Name
Q76N89	NP_001273988	RefSeq Protein ID
Q76N89	NP_055867	RefSeq Protein ID
Q76N89	NM_001287059	Synonym
Q76N89	NM_015052	Synonym
Q76N89	KIAA0322	Uniprot ID
Q76N89	NEDL1	Uniprot ID
Q76N89	Q76N89	Ensembl Gene ID
Q9Y6D9	ENSG00000002822	Ensembl Gene ID
Q9Y6D9	ENSP00000265854	Ensembl Protein ID
Q9Y6D9	ENSP00000382562	Ensembl Protein ID
Q9Y6D9	ENSP00000384155	Ensembl Protein ID
Q9Y6D9	ENSP00000385334	Ensembl Protein ID
Q9Y6D9	ENSP00000390099	Ensembl Protein ID
Q9Y6D9	ENSP00000393037	Ensembl Protein ID
Q9Y6D9	ENSP00000394069	Ensembl Protein ID
Q9Y6D9	ENSP00000395457	Ensembl Protein ID
Q9Y6D9	ENSP00000397417	Ensembl Protein ID
Q9Y6D9	8379	Entrez Gene ID
Q9Y6D9	MAD1L1	Gene Name
Q9Y6D9	NP_001013858	RefSeq Protein ID
Q9Y6D9	NP_001013859	RefSeq Protein ID
Q9Y6D9	NP_001291452	RefSeq Protein ID
Q9Y6D9	NP_001291453	RefSeq Protein ID
Q9Y6D9	NP_001291454	RefSeq Protein ID
Q9Y6D9	NP_003541	RefSeq Protein ID
Q9Y6D9	NM_001013836	Synonym
Q9Y6D9	NM_001013837	Synonym
Q9Y6D9	NM_001304523	Synonym
Q9Y6D9	NM_001304524	Synonym
Q9Y6D9	NM_001304525	Synonym
Q9Y6D9	NM_003550	Synonym
Q9Y6D9	HsMAD1	Uniprot ID
Q9Y6D9	PIG9	Uniprot ID
Q9Y6D9	TP53I9	Uniprot ID
Q9Y6D9	TXBP181	Uniprot ID
Q9Y6D9	Q9Y6D9	Ensembl Gene ID
Q14847	ENSG00000002834	Ensembl Gene ID
Q14847	ENSP00000325240	Ensembl Protein ID
Q14847	ENSP00000391897	Ensembl Protein ID
Q14847	ENSP00000392853	Ensembl Protein ID
Q14847	ENSP00000401048	Ensembl Protein ID
Q14847	ENSP00000414803	Ensembl Protein ID
Q14847	ENSP00000462564	Ensembl Protein ID
Q14847	ENSP00000468664	Ensembl Protein ID
Q14847	3927	Entrez Gene ID
Q14847	LASP1	Gene Name
Q14847	NP_001258537	RefSeq Protein ID
Q14847	NP_006139	RefSeq Protein ID
Q14847	NM_001271608	Synonym
Q14847	NM_006148	Synonym
Q14847	Lasp-1	Uniprot ID
Q14847	MLN50	Uniprot ID
Q14847	Q14847	Ensembl Gene ID
Q9Y5W9	ENSG00000002919	Ensembl Gene ID
Q9Y5W9	ENSP00000352175	Ensembl Protein ID
Q9Y5W9	ENSP00000377059	Ensembl Protein ID
Q9Y5W9	ENSP00000396790	Ensembl Protein ID
Q9Y5W9	ENSP00000462188	Ensembl Protein ID
Q9Y5W9	ENSP00000463076	Ensembl Protein ID
Q9Y5W9	ENSP00000463250	Ensembl Protein ID
Q9Y5W9	ENSP00000463726	Ensembl Protein ID
Q9Y5W9	ENSP00000463948	Ensembl Protein ID
Q9Y5W9	ENSP00000464136	Ensembl Protein ID
Q9Y5W9	ENSP00000464410	Ensembl Protein ID
Q9Y5W9	29916	Entrez Gene ID
Q9Y5W9	SNX11	Gene Name
Q9Y5W9	NP_001317249	RefSeq Protein ID
Q9Y5W9	NP_037455	RefSeq Protein ID
Q9Y5W9	NP_689450	RefSeq Protein ID
Q9Y5W9	NM_001330320	Synonym
Q9Y5W9	NM_013323	Synonym
Q9Y5W9	NM_152244	Synonym
Q9Y5W9	Q9Y5W9	Ensembl Gene ID
Q96HP8	ENSG00000002933	Ensembl Gene ID
