Preferred_Name	Name	Source
Q96KX2	NP_201585	RefSeq Protein ID
Q96KX2	NM_033328	Synonym
Q96KX2	CAPPA3	Uniprot ID
Q96KX2	Gsg3	Uniprot ID
Q96KX2	Q96KX2	Ensembl Gene ID
Q6UXC1	ENSG00000177943	Ensembl Gene ID
Q6UXC1	ENSP00000319388	Ensembl Protein ID
Q6UXC1	ENSP00000411339	Ensembl Protein ID
Q6UXC1	ENSP00000435513	Ensembl Protein ID
Q6UXC1	158056	Entrez Gene ID
Q6UXC1	MAMDC4	Gene Name
Q6UXC1	NP_996803	RefSeq Protein ID
Q6UXC1	NM_206920	Synonym
Q6UXC1	AEGP	Uniprot ID
Q6UXC1	DKFZp434M1411	Uniprot ID
Q6UXC1	EDTB	Uniprot ID
Q6UXC1	Q6UXC1	Ensembl Gene ID
B2RD01	ENSG00000177946	Ensembl Gene ID
B2RD01	ENSP00000393854	Ensembl Protein ID
B2RD01	92806	Entrez Gene ID
B2RD01	CENPBD1	Gene Name
B2RD01	NP_659476	RefSeq Protein ID
B2RD01	NM_145039	Synonym
B2RD01	MGC16385	Uniprot ID
B2RD01	B2RD01	Ensembl Gene ID
Q96PU9	ENSG00000177947	Ensembl Gene ID
Q96PU9	ENSP00000325868	Ensembl Protein ID
Q96PU9	ENSP00000339623	Ensembl Protein ID
Q96PU9	ENSP00000436588	Ensembl Protein ID
Q96PU9	113746	Entrez Gene ID
Q96PU9	ODF3	Gene Name
Q96PU9	NP_001273065	RefSeq Protein ID
Q96PU9	NP_444510	RefSeq Protein ID
Q96PU9	NM_001286136	Synonym
Q96PU9	NM_053280	Synonym
Q96PU9	CT135	Uniprot ID
Q96PU9	hSHIPPO	Uniprot ID
Q96PU9	SHIPPO1	Uniprot ID
Q96PU9	Q96PU9	Ensembl Gene ID
Q9NYM9	ENSG00000177951	Ensembl Gene ID
Q9NYM9	ENSP00000333470	Ensembl Protein ID
Q9NYM9	ENSP00000339093	Ensembl Protein ID
Q9NYM9	ENSP00000372210	Ensembl Protein ID
Q9NYM9	ENSP00000386558	Ensembl Protein ID
Q9NYM9	ENSP00000436205	Ensembl Protein ID
Q9NYM9	ENSP00000436643	Ensembl Protein ID
Q9NYM9	51272	Entrez Gene ID
Q9NYM9	BET1L	Gene Name
Q9NYM9	NP_001092257	RefSeq Protein ID
Q9NYM9	NP_057610	RefSeq Protein ID
Q9NYM9	NM_001098787	Synonym
Q9NYM9	NM_016526	Synonym
Q9NYM9	GOLIM3	Uniprot ID
Q9NYM9	GS15	Uniprot ID
Q9NYM9	Q9NYM9	Ensembl Gene ID
P42677	ENSG00000177954	Ensembl Gene ID
P42677	ENSP00000495765	Ensembl Protein ID
P42677	ENSP00000499044	Ensembl Protein ID
P42677	6232	Entrez Gene ID
P42677	RPS27	Gene Name
P42677	NP_001021	RefSeq Protein ID
P42677	NP_001336875	RefSeq Protein ID
P42677	NP_001336876	RefSeq Protein ID
P42677	NM_001030	Synonym
P42677	NM_001349946	Synonym
P42677	NM_001349947	Synonym
P42677	MPS-1	Uniprot ID
P42677	S27	Uniprot ID
P42677	P42677	Ensembl Gene ID
Q9NPQ8	ENSG00000177963	Ensembl Gene ID
Q9NPQ8	ENSP00000325941	Ensembl Protein ID
Q9NPQ8	ENSP00000431163	Ensembl Protein ID
Q9NPQ8	ENSP00000432008	Ensembl Protein ID
Q9NPQ8	ENSP00000433009	Ensembl Protein ID
Q9NPQ8	ENSP00000433968	Ensembl Protein ID
Q9NPQ8	ENSP00000434833	Ensembl Protein ID
Q9NPQ8	ENSP00000434896	Ensembl Protein ID
Q9NPQ8	ENSP00000435167	Ensembl Protein ID
Q9NPQ8	ENSP00000436192	Ensembl Protein ID
Q9NPQ8	ENSP00000436610	Ensembl Protein ID
Q9NPQ8	ENSP00000487470	Ensembl Protein ID
Q9NPQ8	60626	Entrez Gene ID
Q9NPQ8	RIC8A	Gene Name
Q9NPQ8	NP_001273063	RefSeq Protein ID
Q9NPQ8	NP_068751	RefSeq Protein ID
Q9NPQ8	NM_001286134	Synonym
Q9NPQ8	NM_021932	Synonym
Q9NPQ8	synembryn	Uniprot ID
Q9NPQ8	synembryn-A	Uniprot ID
Q9NPQ8	Q9NPQ8	Ensembl Gene ID
Q9NV31	ENSG00000177971	Ensembl Gene ID
Q9NV31	ENSP00000326981	Ensembl Protein ID
Q9NV31	ENSP00000385217	Ensembl Protein ID
Q9NV31	55272	Entrez Gene ID
Q9NV31	IMP3	Gene Name
Q9NV31	NP_060755	RefSeq Protein ID
Q9NV31	NM_018285	Synonym
Q9NV31	BRMS2	Uniprot ID
Q9NV31	C15orf12	Uniprot ID
Q9NV31	FLJ10968	Uniprot ID
Q9NV31	MRPS4	Uniprot ID
Q9NV31	Q9NV31	Ensembl Gene ID
Q9H765	ENSG00000177981	Ensembl Gene ID
Q9H765	ENSP00000320893	Ensembl Protein ID
Q9H765	ENSP00000437530	Ensembl Protein ID
Q9H765	ENSP00000437769	Ensembl Protein ID
Q9H765	ENSP00000438434	Ensembl Protein ID
Q9H765	ENSP00000438498	Ensembl Protein ID
Q9H765	ENSP00000439557	Ensembl Protein ID
Q9H765	ENSP00000440773	Ensembl Protein ID
Q9H765	ENSP00000442639	Ensembl Protein ID
Q9H765	ENSP00000442737	Ensembl Protein ID
Q9H765	ENSP00000443148	Ensembl Protein ID
Q9H765	ENSP00000443835	Ensembl Protein ID
Q9H765	ENSP00000444093	Ensembl Protein ID
Q9H765	ENSP00000445540	Ensembl Protein ID
Q9H765	ENSP00000445622	Ensembl Protein ID
Q9H765	ENSP00000447819	Ensembl Protein ID
Q9H765	ENSP00000486138	Ensembl Protein ID
Q9H765	140461	Entrez Gene ID
Q9H765	ASB8	Gene Name
Q9H765	NP_001306225	RefSeq Protein ID
Q9H765	NP_001306226	RefSeq Protein ID
Q9H765	NP_001306227	RefSeq Protein ID
Q9H765	NP_001306228	RefSeq Protein ID
Q9H765	NP_001306229	RefSeq Protein ID
Q9H765	NP_001306230	RefSeq Protein ID
Q9H765	NP_077000	RefSeq Protein ID
Q9H765	NM_001319296	Synonym
Q9H765	NM_001319297	Synonym
Q9H765	NM_001319298	Synonym
Q9H765	NM_001319299	Synonym
Q9H765	NM_001319300	Synonym
Q9H765	NM_001319301	Synonym
Q9H765	NM_024095	Synonym
Q9H765	FLJ21255	Uniprot ID
Q9H765	MGC5540	Uniprot ID
Q9H765	Q9H765	Ensembl Gene ID
Q6UWW0	ENSG00000177984	Ensembl Gene ID
Q6UWW0	ENSP00000313833	Ensembl Protein ID
Q6UWW0	389812	Entrez Gene ID
Q6UWW0	LCN15	Gene Name
Q6UWW0	NP_976222	RefSeq Protein ID
Q6UWW0	NM_203347	Synonym
Q6UWW0	PRO6093	Uniprot ID
Q6UWW0	UNQ2541	Uniprot ID
Q6UWW0	Q6UWW0	Ensembl Gene ID
A8MYP8	ENSG00000177989	Ensembl Gene ID
A8MYP8	ENSP00000382804	Ensembl Protein ID
A8MYP8	ENSP00000384012	Ensembl Protein ID
A8MYP8	ENSP00000384310	Ensembl Protein ID
A8MYP8	ENSP00000385123	Ensembl Protein ID
A8MYP8	ENSP00000390712	Ensembl Protein ID
A8MYP8	ENSP00000393668	Ensembl Protein ID
A8MYP8	440836	Entrez Gene ID
A8MYP8	ODF3B	Gene Name
A8MYP8	NP_001014440	RefSeq Protein ID
A8MYP8	NM_001014440	Synonym
A8MYP8	FAP123	Uniprot ID
A8MYP8	A8MYP8	Ensembl Gene ID
Q6NUT2	ENSG00000177990	Ensembl Gene ID
Q6NUT2	ENSP00000315988	Ensembl Protein ID
Q6NUT2	ENSP00000437474	Ensembl Protein ID
Q6NUT2	ENSP00000439567	Ensembl Protein ID
Q6NUT2	ENSP00000443126	Ensembl Protein ID
Q6NUT2	ENSP00000444932	Ensembl Protein ID
Q6NUT2	ENSP00000445878	Ensembl Protein ID
Q6NUT2	283417	Entrez Gene ID
Q6NUT2	DPY19L2	Gene Name
Q6NUT2	NP_776173	RefSeq Protein ID
Q6NUT2	NM_173812	Synonym
Q6NUT2	FLJ32949	Uniprot ID
Q6NUT2	SPATA34	Uniprot ID
Q6NUT2	Q6NUT2	Ensembl Gene ID
Q6ZUB1	ENSG00000177992	Ensembl Gene ID
Q6ZUB1	ENSP00000322640	Ensembl Protein ID
Q6ZUB1	286234	Entrez Gene ID
Q6ZUB1	SPATA31E1	Gene Name
Q6ZUB1	NP_849150	RefSeq Protein ID
Q6ZUB1	NM_178828	Synonym
Q6ZUB1	C9orf79	Uniprot ID
Q6ZUB1	FAM75E1	Uniprot ID
Q6ZUB1	FLJ35866	Uniprot ID
Q6ZUB1	Q6ZUB1	Ensembl Gene ID
Q8N5S3	ENSG00000177994	Ensembl Gene ID
Q8N5S3	ENSP00000325555	Ensembl Protein ID
Q8N5S3	ENSP00000381631	Ensembl Protein ID
Q8N5S3	ENSP00000385348	Ensembl Protein ID
Q8N5S3	ENSP00000389570	Ensembl Protein ID
Q8N5S3	ENSP00000403195	Ensembl Protein ID
Q8N5S3	ENSP00000417971	Ensembl Protein ID
Q8N5S3	ENSP00000481108	Ensembl Protein ID
Q8N5S3	129852	Entrez Gene ID
Q8N5S3	C2orf73	Gene Name
Q8N5S3	NP_001093866	RefSeq Protein ID
Q8N5S3	NP_001356330	RefSeq Protein ID
Q8N5S3	NP_001356332	RefSeq Protein ID
Q8N5S3	NM_001100396	Synonym
Q8N5S3	NM_001369401	Synonym
Q8N5S3	NM_001369403	Synonym
Q8N5S3	FLJ40298	Uniprot ID
Q8N5S3	Q8N5S3	Ensembl Gene ID
Q8NGU9	ENSG00000178015	Ensembl Gene ID
Q8NGU9	ENSP00000369344	Ensembl Protein ID
Q8NGU9	285601	Entrez Gene ID
Q8NGU9	GPR150	Gene Name
Q8NGU9	NP_954713	RefSeq Protein ID
Q8NGU9	NM_199243	Synonym
Q8NGU9	PGR11	Uniprot ID
Q8NGU9	Q8NGU9	Ensembl Gene ID
Q8N831	ENSG00000178021	Ensembl Gene ID
Q8N831	ENSP00000417919	Ensembl Protein ID
Q8N831	388951	Entrez Gene ID
Q8N831	TSPYL6	Gene Name
Q8N831	NP_001003937	RefSeq Protein ID
Q8N831	NM_001003937	Synonym
Q8N831	Q8N831	Ensembl Gene ID
Q2VPJ9	ENSG00000178026	Ensembl Gene ID
Q2VPJ9	ENSP00000320520	Ensembl Protein ID
Q2VPJ9	ENSP00000384130	Ensembl Protein ID
Q2VPJ9	ENSP00000400102	Ensembl Protein ID
Q2VPJ9	388886	Entrez Gene ID
Q2VPJ9	LRRC75B	Gene Name
Q2VPJ9	NP_997527	RefSeq Protein ID
Q2VPJ9	NM_207644	Synonym
Q2VPJ9	C22orf36	Uniprot ID
Q2VPJ9	FAM211B	Uniprot ID
Q2VPJ9	MGC131773	Uniprot ID
Q2VPJ9	Q2VPJ9	Ensembl Gene ID
Q9NPF5	ENSG00000178028	Ensembl Gene ID
Q9NPF5	ENSP00000312697	Ensembl Protein ID
Q9NPF5	ENSP00000354697	Ensembl Protein ID
Q9NPF5	ENSP00000361363	Ensembl Protein ID
Q9NPF5	ENSP00000361364	Ensembl Protein ID
Q9NPF5	ENSP00000400269	Ensembl Protein ID
Q9NPF5	ENSP00000401099	Ensembl Protein ID
Q9NPF5	ENSP00000402494	Ensembl Protein ID
Q9NPF5	ENSP00000409200	Ensembl Protein ID
Q9NPF5	55929	Entrez Gene ID
Q9NPF5	DMAP1	Gene Name
Q9NPF5	NP_001029195	RefSeq Protein ID
Q9NPF5	NP_001029196	RefSeq Protein ID
Q9NPF5	NP_061973	RefSeq Protein ID
Q9NPF5	NM_001034023	Synonym
Q9NPF5	NM_001034024	Synonym
Q9NPF5	NM_019100	Synonym
Q9NPF5	DNMAP1	Uniprot ID
Q9NPF5	DNMTAP1	Uniprot ID
Q9NPF5	FLJ11543	Uniprot ID
Q9NPF5	KIAA1425	Uniprot ID
Q9NPF5	MEAF2	Uniprot ID
Q9NPF5	SWC4	Uniprot ID
Q9NPF5	Q9NPF5	Ensembl Gene ID
Q8N6G6	ENSG00000178031	Ensembl Gene ID
Q8N6G6	ENSP00000276935	Ensembl Protein ID
Q8N6G6	ENSP00000327887	Ensembl Protein ID
Q8N6G6	ENSP00000369911	Ensembl Protein ID
Q8N6G6	ENSP00000369918	Ensembl Protein ID
Q8N6G6	ENSP00000369921	Ensembl Protein ID
Q8N6G6	ENSP00000369940	Ensembl Protein ID
Q8N6G6	ENSP00000369944	Ensembl Protein ID
Q8N6G6	ENSP00000373362	Ensembl Protein ID
Q8N6G6	ENSP00000401157	Ensembl Protein ID
Q8N6G6	ENSP00000440472	Ensembl Protein ID
Q8N6G6	ENSP00000490168	Ensembl Protein ID
Q8N6G6	92949	Entrez Gene ID
Q8N6G6	ADAMTSL1	Gene Name
Q8N6G6	NP_001035362	RefSeq Protein ID
Q8N6G6	NP_443098	RefSeq Protein ID
Q8N6G6	NM_001040272	Synonym
Q8N6G6	NM_052866	Synonym
Q8N6G6	ADAMTSR1	Uniprot ID
Q8N6G6	C9orf94	Uniprot ID
Q8N6G6	FLJ35283	Uniprot ID
Q8N6G6	Q8N6G6	Ensembl Gene ID
Q8N5C1	ENSG00000178033	Ensembl Gene ID
Q8N5C1	ENSP00000357588	Ensembl Protein ID
Q8N5C1	254228	Entrez Gene ID
Q8N5C1	CALHM5	Gene Name
Q8N5C1	NP_714922	RefSeq Protein ID
Q8N5C1	NM_153711	Synonym
Q8N5C1	C6orf188	Uniprot ID
Q8N5C1	dJ493F7.3	Uniprot ID
Q8N5C1	FAM26E	Uniprot ID
Q8N5C1	MGC45451	Uniprot ID
Q8N5C1	Q8N5C1	Ensembl Gene ID
P12268	ENSG00000178035	Ensembl Gene ID
P12268	ENSP00000321584	Ensembl Protein ID
P12268	ENSP00000393525	Ensembl Protein ID
P12268	ENSP00000403502	Ensembl Protein ID
P12268	3615	Entrez Gene ID
P12268	IMPDH2	Gene Name
P12268	NP_000875	RefSeq Protein ID
P12268	NM_000884	Synonym
P12268	P12268	Ensembl Gene ID
Q60I27	ENSG00000178038	Ensembl Gene ID
Q60I27	ENSP00000313670	Ensembl Protein ID
Q60I27	ENSP00000395749	Ensembl Protein ID
Q60I27	ENSP00000405335	Ensembl Protein ID
Q60I27	ENSP00000413223	Ensembl Protein ID
Q60I27	259173	Entrez Gene ID
Q60I27	ALS2CL	Gene Name
Q60I27	NP_001177636	RefSeq Protein ID
Q60I27	NP_667340	RefSeq Protein ID
Q60I27	NM_001190707	Synonym
Q60I27	NM_147129	Synonym
Q60I27	DKFZp686I0110	Uniprot ID
Q60I27	FLJ36525	Uniprot ID
Q60I27	RN49018	Uniprot ID
Q60I27	Q60I27	Ensembl Gene ID
P58340	ENSG00000178053	Ensembl Gene ID
P58340	ENSP00000348157	Ensembl Protein ID
P58340	ENSP00000352025	Ensembl Protein ID
P58340	ENSP00000376568	Ensembl Protein ID
P58340	ENSP00000417141	Ensembl Protein ID
P58340	ENSP00000417278	Ensembl Protein ID
P58340	ENSP00000417777	Ensembl Protein ID
P58340	ENSP00000417835	Ensembl Protein ID
P58340	ENSP00000418595	Ensembl Protein ID
P58340	ENSP00000419241	Ensembl Protein ID
P58340	ENSP00000419636	Ensembl Protein ID
P58340	ENSP00000419637	Ensembl Protein ID
P58340	ENSP00000419775	Ensembl Protein ID
P58340	ENSP00000420134	Ensembl Protein ID
P58340	ENSP00000420410	Ensembl Protein ID
P58340	ENSP00000483337	Ensembl Protein ID
P58340	ENSP00000484169	Ensembl Protein ID
P58340	ENSP00000498363	Ensembl Protein ID
P58340	ENSP00000498835	Ensembl Protein ID
P58340	ENSP00000498915	Ensembl Protein ID
P58340	ENSP00000499162	Ensembl Protein ID
P58340	ENSP00000499194	Ensembl Protein ID
P58340	4291	Entrez Gene ID
P58340	MLF1	Gene Name
P58340	NP_001123628	RefSeq Protein ID
P58340	NP_001123629	RefSeq Protein ID
P58340	NP_001182361	RefSeq Protein ID
P58340	NP_001182362	RefSeq Protein ID
P58340	NP_001182363	RefSeq Protein ID
P58340	NP_001356710	RefSeq Protein ID
P58340	NP_001356711	RefSeq Protein ID
P58340	NP_001356712	RefSeq Protein ID
P58340	NP_001356713	RefSeq Protein ID
P58340	NP_001356714	RefSeq Protein ID
P58340	NP_071888	RefSeq Protein ID
P58340	NM_001130156	Synonym
P58340	NM_001130157	Synonym
P58340	NM_001195432	Synonym
P58340	NM_001195433	Synonym
P58340	NM_001195434	Synonym
P58340	NM_001369781	Synonym
P58340	NM_001369782	Synonym
P58340	NM_001369783	Synonym
P58340	NM_001369784	Synonym
P58340	NM_001369785	Synonym
P58340	NM_022443	Synonym
P58340	P58340	Ensembl Gene ID
Q9BU61	ENSG00000178057	Ensembl Gene ID
Q9BU61	ENSP00000323003	Ensembl Protein ID
Q9BU61	ENSP00000323076	Ensembl Protein ID
Q9BU61	ENSP00000378843	Ensembl Protein ID
Q9BU61	ENSP00000402465	Ensembl Protein ID
Q9BU61	25915	Entrez Gene ID
Q9BU61	NDUFAF3	Gene Name
Q9BU61	NP_951032	RefSeq Protein ID
Q9BU61	NP_951033	RefSeq Protein ID
Q9BU61	NP_951047	RefSeq Protein ID
Q9BU61	NP_951056	RefSeq Protein ID
Q9BU61	NM_199069	Synonym
Q9BU61	NM_199070	Synonym
Q9BU61	NM_199073	Synonym
Q9BU61	NM_199074	Synonym
Q9BU61	2P1	Uniprot ID
Q9BU61	C3orf60	Uniprot ID
Q9BU61	DKFZP564J0123	Uniprot ID
Q9BU61	E3-3	Uniprot ID
Q9BU61	MGC10527	Uniprot ID
Q9BU61	Q9BU61	Ensembl Gene ID
Q8N8R5	ENSG00000178074	Ensembl Gene ID
Q8N8R5	ENSP00000312770	Ensembl Protein ID
Q8N8R5	205327	Entrez Gene ID
Q8N8R5	C2orf69	Gene Name
Q8N8R5	NP_710156	RefSeq Protein ID
Q8N8R5	NM_153689	Synonym
Q8N8R5	FLJ38973	Uniprot ID
Q8N8R5	Q8N8R5	Ensembl Gene ID
Q8IYS0	ENSG00000178075	Ensembl Gene ID
Q8IYS0	ENSP00000350881	Ensembl Protein ID
Q8IYS0	ENSP00000408135	Ensembl Protein ID
Q8IYS0	ENSP00000417936	Ensembl Protein ID
Q8IYS0	ENSP00000418302	Ensembl Protein ID
Q8IYS0	ENSP00000418501	Ensembl Protein ID
Q8IYS0	ENSP00000419132	Ensembl Protein ID
Q8IYS0	ENSP00000419571	Ensembl Protein ID
Q8IYS0	54762	Entrez Gene ID
Q8IYS0	GRAMD1C	Gene Name
Q8IYS0	NP_001165576	RefSeq Protein ID
Q8IYS0	NP_060047	RefSeq Protein ID
Q8IYS0	NM_001172105	Synonym
Q8IYS0	NM_017577	Synonym
Q8IYS0	DKFZp434C0328	Uniprot ID
Q8IYS0	Q8IYS0	Ensembl Gene ID
Q9UGK3	ENSG00000178078	Ensembl Gene ID
Q9UGK3	ENSP00000468927	Ensembl Protein ID
Q9UGK3	ENSP00000469657	Ensembl Protein ID
Q9UGK3	ENSP00000470321	Ensembl Protein ID
Q9UGK3	ENSP00000471052	Ensembl Protein ID
Q9UGK3	ENSP00000471281	Ensembl Protein ID
Q9UGK3	ENSP00000472851	Ensembl Protein ID
Q9UGK3	55620	Entrez Gene ID
Q9UGK3	STAP2	Gene Name
Q9UGK3	NP_001013863	RefSeq Protein ID
Q9UGK3	NP_060190	RefSeq Protein ID
Q9UGK3	NM_001013841	Synonym
Q9UGK3	NM_017720	Synonym
Q9UGK3	BKS	Uniprot ID
Q9UGK3	STAP-2	Uniprot ID
Q9UGK3	Q9UGK3	Ensembl Gene ID
Q8WXA8	ENSG00000178084	Ensembl Gene ID
Q8WXA8	ENSP00000322617	Ensembl Protein ID
Q8WXA8	170572	Entrez Gene ID
Q8WXA8	HTR3C	Gene Name
Q8WXA8	NP_570126	RefSeq Protein ID
Q8WXA8	NM_130770	Synonym
Q8WXA8	Q8WXA8	Ensembl Gene ID
Q9BXA6	ENSG00000178093	Ensembl Gene ID
Q9BXA6	ENSP00000466056	Ensembl Protein ID
Q9BXA6	ENSP00000466477	Ensembl Protein ID
Q9BXA6	ENSP00000473413	Ensembl Protein ID
Q9BXA6	83983	Entrez Gene ID
Q9BXA6	TSSK6	Gene Name
Q9BXA6	NP_114426	RefSeq Protein ID
Q9BXA6	NM_032037	Synonym
Q9BXA6	CT72	Uniprot ID
Q9BXA6	FLJ24002	Uniprot ID
Q9BXA6	SSTK	Uniprot ID
Q9BXA6	Q9BXA6	Ensembl Gene ID
Q9Y3E2	ENSG00000178096	Ensembl Gene ID
Q9Y3E2	ENSP00000358146	Ensembl Protein ID
Q9Y3E2	ENSP00000358148	Ensembl Protein ID
Q9Y3E2	ENSP00000358149	Ensembl Protein ID
Q9Y3E2	51027	Entrez Gene ID
Q9Y3E2	BOLA1	Gene Name
Q9Y3E2	NP_001307954	RefSeq Protein ID
Q9Y3E2	NP_001307955	RefSeq Protein ID
Q9Y3E2	NP_057158	RefSeq Protein ID
Q9Y3E2	NM_001321025	Synonym
Q9Y3E2	NM_001321026	Synonym
Q9Y3E2	NM_016074	Synonym
Q9Y3E2	CGI-143	Uniprot ID
Q9Y3E2	Q9Y3E2	Ensembl Gene ID
Q5VU43	ENSG00000178104	Ensembl Gene ID
Q5VU43	ENSP00000316434	Ensembl Protein ID
Q5VU43	ENSP00000358353	Ensembl Protein ID
Q5VU43	ENSP00000358355	Ensembl Protein ID
Q5VU43	ENSP00000358357	Ensembl Protein ID
Q5VU43	ENSP00000358360	Ensembl Protein ID
Q5VU43	ENSP00000358363	Ensembl Protein ID
Q5VU43	ENSP00000431596	Ensembl Protein ID
Q5VU43	ENSP00000431777	Ensembl Protein ID
Q5VU43	ENSP00000432498	Ensembl Protein ID
Q5VU43	ENSP00000433392	Ensembl Protein ID
Q5VU43	ENSP00000435483	Ensembl Protein ID
Q5VU43	ENSP00000435920	Ensembl Protein ID
Q5VU43	ENSP00000436694	Ensembl Protein ID
Q5VU43	ENSP00000436791	Ensembl Protein ID
Q5VU43	ENSP00000437202	Ensembl Protein ID
Q5VU43	ENSP00000462316	Ensembl Protein ID
Q5VU43	ENSP00000479409	Ensembl Protein ID
Q5VU43	ENSP00000479601	Ensembl Protein ID
Q5VU43	ENSP00000480245	Ensembl Protein ID
Q5VU43	ENSP00000480290	Ensembl Protein ID
Q5VU43	ENSP00000480590	Ensembl Protein ID
Q5VU43	ENSP00000480806	Ensembl Protein ID
Q5VU43	ENSP00000481731	Ensembl Protein ID
Q5VU43	ENSP00000482121	Ensembl Protein ID
Q5VU43	ENSP00000483081	Ensembl Protein ID
Q5VU43	ENSP00000483413	Ensembl Protein ID
Q5VU43	ENSP00000484652	Ensembl Protein ID
Q5VU43	9659	Entrez Gene ID
Q5VU43	PDE4DIP	Gene Name
Q5VU43	NP_001002810	RefSeq Protein ID
Q5VU43	NP_001002811	RefSeq Protein ID
Q5VU43	NP_001002812	RefSeq Protein ID
Q5VU43	NP_001182189	RefSeq Protein ID
Q5VU43	NP_001182190	RefSeq Protein ID
Q5VU43	NP_001185761	RefSeq Protein ID
Q5VU43	NP_001185763	RefSeq Protein ID
Q5VU43	NP_001337449	RefSeq Protein ID
Q5VU43	NP_001337450	RefSeq Protein ID
Q5VU43	NP_001337451	RefSeq Protein ID
Q5VU43	NP_001337452	RefSeq Protein ID
Q5VU43	NP_001364321	RefSeq Protein ID
Q5VU43	NP_001364322	RefSeq Protein ID
Q5VU43	NP_055459	RefSeq Protein ID
Q5VU43	NP_071754	RefSeq Protein ID
Q5VU43	NM_001002810	Synonym
Q5VU43	NM_001002811	Synonym
Q5VU43	NM_001002812	Synonym
Q5VU43	NM_001195260	Synonym
Q5VU43	NM_001195261	Synonym
Q5VU43	NM_001198832	Synonym
Q5VU43	NM_001198834	Synonym
Q5VU43	NM_001350520	Synonym
Q5VU43	NM_001350521	Synonym
Q5VU43	NM_001350522	Synonym
Q5VU43	NM_001350523	Synonym
Q5VU43	NM_001377392	Synonym
Q5VU43	NM_001377393	Synonym
Q5VU43	NM_014644	Synonym
Q5VU43	NM_022359	Synonym
Q5VU43	CMYA2	Uniprot ID
Q5VU43	KIAA0454	Uniprot ID
Q5VU43	KIAA0477	Uniprot ID
Q5VU43	MMGL	Uniprot ID
Q5VU43	Q5VU43	Ensembl Gene ID
Q13206	ENSG00000178105	Ensembl Gene ID
Q13206	ENSP00000314348	Ensembl Protein ID
Q13206	ENSP00000432032	Ensembl Protein ID
Q13206	ENSP00000497432	Ensembl Protein ID
Q13206	1662	Entrez Gene ID
Q13206	DDX10	Gene Name
Q13206	NP_004389	RefSeq Protein ID
Q13206	NM_004398	Synonym
Q13206	Dbp4	Uniprot ID
Q13206	HRH-J8	Uniprot ID
Q13206	Q13206	Ensembl Gene ID
H3BV12	ENSG00000178115	Ensembl Gene ID
H3BV12	ENSG00000282773	Ensembl Gene ID
H3BV12	ENSP00000457904	Ensembl Protein ID
H3BV12	ENSP00000488291	Ensembl Protein ID
H3BV12	727909	Entrez Gene ID
H3BV12	GOLGA8Q	Gene Name
H3BV12	NP_001342405	RefSeq Protein ID
H3BV12	NM_001355476	Synonym
H3BV12	H3BV12	Ensembl Gene ID
Q7Z4L9	ENSG00000178125	Ensembl Gene ID
Q7Z4L9	ENSP00000315035	Ensembl Protein ID
Q7Z4L9	ENSP00000429721	Ensembl Protein ID
Q7Z4L9	286187	Entrez Gene ID
Q7Z4L9	PPP1R42	Gene Name
Q7Z4L9	NP_001013648	RefSeq Protein ID
Q7Z4L9	NP_001351839	RefSeq Protein ID
Q7Z4L9	NP_001351840	RefSeq Protein ID
Q7Z4L9	NP_001351841	RefSeq Protein ID
Q7Z4L9	NM_001013626	Synonym
Q7Z4L9	NM_001348563	Synonym
Q7Z4L9	NM_001364910	Synonym
Q7Z4L9	NM_001364911	Synonym
Q7Z4L9	NM_001364912	Synonym
Q7Z4L9	LRRC67	Uniprot ID
Q7Z4L9	TLLR	Uniprot ID
Q7Z4L9	Q7Z4L9	Ensembl Gene ID
P19404	ENSG00000178127	Ensembl Gene ID
P19404	ENSP00000327268	Ensembl Protein ID
P19404	ENSP00000382908	Ensembl Protein ID
P19404	ENSP00000461911	Ensembl Protein ID
P19404	ENSP00000464504	Ensembl Protein ID
P19404	4729	Entrez Gene ID
P19404	NDUFV2	Gene Name
P19404	NP_066552	RefSeq Protein ID
P19404	NM_021074	Synonym
P19404	CI-24k	Uniprot ID
P19404	P19404	Ensembl Gene ID
Q5D0E6	ENSG00000178149	Ensembl Gene ID
Q5D0E6	ENSP00000323265	Ensembl Protein ID
Q5D0E6	ENSP00000344989	Ensembl Protein ID
Q5D0E6	ENSP00000396650	Ensembl Protein ID
Q5D0E6	ENSP00000397385	Ensembl Protein ID
Q5D0E6	ENSP00000403770	Ensembl Protein ID
Q5D0E6	ENSP00000410623	Ensembl Protein ID
Q5D0E6	ENSP00000485305	Ensembl Protein ID
Q5D0E6	55152	Entrez Gene ID
Q5D0E6	DALRD3	Gene Name
Q5D0E6	NP_001009996	RefSeq Protein ID
Q5D0E6	NP_001263334	RefSeq Protein ID
Q5D0E6	NP_060584	RefSeq Protein ID
Q5D0E6	NM_001009996	Synonym
Q5D0E6	NM_001276405	Synonym
Q5D0E6	NM_018114	Synonym
Q5D0E6	FLJ10496	Uniprot ID
Q5D0E6	Q5D0E6	Ensembl Gene ID
Q8NC26	ENSG00000178150	Ensembl Gene ID
Q8NC26	ENSP00000318898	Ensembl Protein ID
Q8NC26	ENSP00000469287	Ensembl Protein ID
Q8NC26	ENSP00000469998	Ensembl Protein ID
Q8NC26	ENSP00000471237	Ensembl Protein ID
Q8NC26	ENSP00000471469	Ensembl Protein ID
Q8NC26	ENSP00000471727	Ensembl Protein ID
Q8NC26	163071	Entrez Gene ID
