Gene_A	Gene_B	Weight
Q05084	Q7L592	1.6E-2
P43351	P52756	8.5E-3
Q9UBV4	Q9Y216	1.4E-2
Q9BTY2	P54819	1.4E-2
Q9P2N7	P78332	9.2E-3
O60341	P78332	4.6E-3
O60762	P46063	7.9E-3
Q9Y6D9	Q92900	8.3E-3
O60762	P05141	7.7E-3
Q9Y4W2	Q9NWR8	9.6E-3
Q6SZW1	Q9UPZ6	1.8E-2
Q96Q42	Q9H6T3	1.1E-2
P31270	Q53FZ2	1.1E-2
Q8IZE3	Q8N5Y2	8.8E-3
O14641	Q92793	9.9E-3
Q92934	Q6NTF9	1E-2
P30260	Q9P2D0	1.3E-2
O75592	Q9UKT7	1.2E-2
P28907	P20701	1.3E-2
Q9Y6X5	Q15119	1.4E-2
Q6P499	P26006	1.3E-2
P30260	P17010	1.3E-2
Q9NRC1	Q9NZC3	1.5E-2
P14209	O76009	1.2E-2
O14641	Q24JP5	8.7E-3
Q6FI81	P63010	1E-2
O75563	Q8TB22	6.1E-3
P78423	P43353	1.5E-2
P02730	Q5TAA0	2.1E-2
Q9Y4W2	O75223	7E-3
Q9NWR8	O75223	1.4E-2
Q9Y2S7	Q8N7H5	6E-3
O75592	Q8N7H5	9.6E-3
Q9P2G1	P49754	1.9E-2
P20645	P49754	2.5E-2
P19801	Q9Y6U3	1.8E-2
Q9Y6N9	Q9Y6U3	1.5E-2
O43657	P41247	2.3E-2
Q8N7H5	Q86V24	1.1E-2
Q5TH74	Q8IVW4	5.4E-3
P02730	O95045	2.7E-2
Q5TH74	Q96L34	9.2E-3
Q7L5A3	Q96L34	2.1E-2
Q8IVW4	Q96L34	9E-3
Q9Y2Y6	O43490	5.3E-3
Q9Y2S7	Q96CT7	9.4E-3
P52435	Q96CT7	1.4E-2
P28838	Q14667	6.8E-3
Q9Y6D9	Q13183	1.5E-2
P14209	O60861	1.2E-2
Q9H977	O75865	1.8E-2
P35228	P26367	2E-2
P84085	Q9UJK0	1.2E-2
Q96EN9	Q9UJK0	1.6E-2
Q9Y6D9	Q9BRB3	1.8E-2
Q92900	Q9BRB3	1.2E-2
P78332	Q96RY5	4.4E-3
Q9BQ52	Q9NVH1	9.4E-3
P08603	P31513	1.1E-2
P14209	Q8WY64	9.9E-3
Q14002	Q9Y5S8	2.5E-2
Q9UJS0	P20618	1.1E-2
P05141	P20618	9.2E-3
Q9UJK0	P20618	7E-3
P52569	Q96NX5	9E-3
Q9BTY2	O95544	1.1E-2
P35228	Q92481	2.1E-2
Q96NX5	Q92481	1.6E-2
Q76N89	Q7Z6R9	5.7E-3
Q2M3G0	Q7Z6R9	4.9E-3
Q9NYC9	Q9Y238	8.9E-3
O94812	Q9Y238	9.6E-3
P52569	O43739	8.9E-3
O75563	O43739	1.1E-2
O14628	Q9P0K1	1.1E-2
P26006	P49447	1.2E-2
Q8N7H5	O60271	1.1E-2
Q92833	Q9UDR5	5.6E-3
Q14847	Q3KR16	2.5E-2
O14641	Q8N594	9E-3
O75223	P10620	1.5E-2
O00522	Q16526	1.9E-2
Q9P299	Q14938	1.1E-2
P14209	Q11201	1.5E-2
Q8WY64	Q11201	1.7E-2
Q96HP8	P24001	1.2E-2
Q9Y216	Q13387	9E-3
Q09428	Q13387	6.7E-3
Q9UJJ7	O75448	1.4E-2
Q8IZE3	Q9P2D3	6.2E-3
Q9UKT7	Q99442	1.2E-2
O60861	O60673	8.9E-3
P08514	P23759	2.3E-2
P27169	O00187	1.4E-2
Q12887	Q8TAV0	1.7E-2
P28907	Q9Y228	9.9E-3
P05164	Q9Y228	1.2E-2
Q8N7H5	Q9UKY4	8.1E-3
Q9UQ88	Q9UKY4	1.5E-2
Q9P2G1	Q9UIG0	4.4E-3
O00522	Q9UIG0	6.8E-3
Q14667	Q9UIG0	2.6E-3
Q86V24	Q96S59	1.8E-2
O60271	Q96S59	1.9E-2
Q16526	Q96S59	1.1E-2
Q6FI81	Q9H040	8.4E-3
Q9H6R0	Q8N6R0	7.7E-3
Q9BQ52	Q8N6R0	6.5E-3
Q9NVH1	Q8N6R0	3.8E-3
O60271	Q9NR20	1.4E-2
Q9NVH1	P31930	8.1E-3
O43657	O95772	1.2E-2
Q9H6T3	O95772	4.4E-3
P41247	O95772	1E-2
Q9P2D3	O95772	6.7E-3
O14558	Q9HCP6	9.3E-3
Q8N3S3	Q15021	1.1E-2
Q9Y4D7	Q0D2I5	9.9E-3
O60673	Q0D2I5	4.4E-3
Q9NR63	Q9NS98	1.5E-2
P31323	Q9NS98	1.2E-2
Q8N7H5	Q9Y2I1	1.1E-2
Q9Y2T7	Q9BT04	6.8E-3
Q9Y6U3	Q9NSD5	6.4E-3
O00522	P98182	1.5E-2
Q96JG6	P98182	1.3E-2
Q15386	P98182	1.4E-2
Q8TCT7	P01730	1.3E-2
Q8TB22	Q53EV4	5.7E-3
O94812	Q53EV4	1.1E-2
Q9Y238	Q53EV4	8.9E-3
Q6SZW1	Q96GD3	8.3E-3
O60673	Q96GD3	5E-3
P78332	P06241	1E-2
Q9UIG0	P06241	6.6E-3
Q9NVH1	Q14241	1.2E-2
Q8N6R0	Q14241	7.8E-3
Q8WY64	Q9UBG0	8.2E-3
Q11201	Q9UBG0	1.1E-2
Q9UKZ4	Q99884	9.7E-3
Q92900	O96018	1.1E-2
Q96CT7	O96018	1.5E-2
Q9UJJ7	O96018	1.6E-2
P78332	Q9NXB0	5.8E-3
P49754	Q9NXB0	1.7E-2
Q9UIG0	Q9NXB0	4.1E-3
P50549	P23352	2.1E-2
Q9Y6D9	Q9ULX6	1.6E-2
Q92900	Q9ULX6	1.2E-2
O60341	Q05BQ5	3.4E-3
P49916	Q05BQ5	8.2E-3
P80192	Q05BQ5	3.2E-3
Q9NYQ7	Q05BQ5	3.4E-3
O14628	Q9Y5J1	2.8E-3
O75223	Q9Y5J1	3.7E-3
O75534	Q9Y5J1	5.7E-3
Q8N7H5	Q9NWF9	1E-2
O14628	Q6DKK2	9.3E-3
Q9NQ29	P26599	1.2E-2
Q99594	O43581	1.1E-2
Q96NX5	O43581	1.4E-2
Q9Y4W2	Q15031	5.4E-3
Q9H9R9	Q15031	9.3E-3
Q9NVH1	Q15031	5.9E-3
Q8N6R0	Q15031	4E-3
Q53H12	Q9NQW6	1.8E-2
Q9UIG0	Q9NQW6	5.1E-3
Q24JP5	O95785	1.1E-2
Q96RY5	O95785	5.4E-3
Q9UIG0	O95785	3E-3
Q9NXB0	O95785	7.1E-3
Q05BQ5	Q76N32	7.1E-3
P09769	O43914	9.1E-3
Q92782	P34903	1.3E-2
O43670	P38398	1.8E-2
P20366	P20273	1.5E-2
P40259	P20273	9.7E-3
P26006	Q13214	1.3E-2
P98161	O43900	1.6E-2
Q96HP8	Q96RI1	1.5E-2
P24001	Q96RI1	1.2E-2
P98182	Q9NYP7	1.3E-2
P09769	P09917	1.2E-2
O43914	P09917	7.3E-3
Q9UKT7	Q9P1Z2	7E-3
Q15119	Q9P1Z2	9.5E-3
O43490	Q9NZN3	1E-2
Q9BQ52	P43686	8E-3
Q9NVH1	P43686	4.7E-3
P20618	P43686	4.1E-3
P31930	P43686	7.2E-3
Q8WTS1	P43686	8.2E-3
Q9UKG9	Q9Y2E5	9.3E-3
P26006	Q9Y2E5	4.8E-3
P13473	Q9Y2E5	9.8E-3
Q9P1Z2	Q9Y2E5	4.9E-3
Q13387	Q8TBB6	1.2E-2
P54819	Q9BZJ4	1.6E-2
Q9NP84	Q9BZJ4	1.3E-2
P78423	Q14764	1.2E-2
Q9Y6U3	Q14764	8.2E-3
P24001	Q14764	8.5E-3
P60866	Q9Y5A7	1.3E-2
O96018	Q9Y5A7	2.6E-2
Q9Y2Y6	O95394	4.8E-3
Q9UHR4	O95394	9.2E-3
O43490	O95394	7.4E-3
Q9Y4K4	O95394	1.2E-2
Q8IZE3	Q9UIY3	5.5E-3
Q8IVW4	Q9UIY3	6.1E-3
Q6ZMT4	P49184	1.9E-2
Q9P1Z2	P49184	1.1E-2
Q14209	Q96FC9	1.1E-2
Q15021	Q96FC9	6E-3
P26006	Q8NFJ5	1.1E-2
P43353	Q8NFJ5	1.8E-2
Q03405	Q8NFJ5	2.2E-2
O75563	Q13495	7E-3
P28907	P30203	1.4E-2
Q9Y4W2	Q9Y6A5	4.1E-3
Q9H6R0	Q9Y6A5	9.4E-3
Q9NVH1	Q9Y6A5	4.4E-3
Q8N6R0	Q9Y6A5	2.9E-3
Q15031	Q9Y6A5	4.7E-3
Q8IZE3	O94874	5.7E-3
Q9P2D3	O94874	7.6E-3
P49759	O94874	1.2E-2
Q9UIG0	Q14181	3.4E-3
Q14667	P07384	8.2E-3
Q9NVH1	P07384	9.1E-3
Q9UBV4	P40925	2E-2
O14561	P40925	1.6E-2
Q96Q42	Q6PML9	1.3E-2
Q9H6T3	Q6PML9	4.1E-3
O95772	Q6PML9	5.1E-3
Q9BZF2	A4FU01	1.7E-2
O14641	Q7KZN9	1.2E-2
O60673	Q8IY57	7.3E-3
Q9UKT7	Q15326	1.3E-2
P21731	P42768	9.5E-3
Q3KPI0	P42768	9.1E-3
P19801	P16444	2E-2
Q9Y6N9	P16444	2.2E-2
Q9Y6U3	P16444	1.5E-2
Q9NSD5	P16444	7.5E-3
O75223	P55957	1.3E-2
P60866	P55957	1.4E-2
O75534	P43243	1.4E-2
Q6PML9	P43243	6.5E-3
Q5TAA0	Q9UHC9	2.2E-2
Q9NXS2	Q9H1B5	1.5E-2
Q8N7H5	Q8IVD9	1.1E-2
Q9UNK9	Q8IVD9	1.2E-2
O76009	P61371	1.5E-2
Q96NX5	P61371	1.2E-2
Q92481	P61371	1.2E-2
Q9NSD5	Q8NE62	7.9E-3
Q9NYC9	Q9UHF4	1.4E-2
P35030	A8K7I4	8.9E-3
Q9NR20	Q68CQ7	6.7E-3
Q9UNK9	Q68CQ7	5.9E-3
Q9P2N7	P98194	1.3E-2
P78332	P98194	5E-3
Q9H6T3	P98194	4.6E-3
Q9NR63	P05019	1.9E-2
Q9NP84	Q8WUX1	1.5E-2
O00458	Q15311	1.3E-2
O00443	Q15311	1.3E-2
Q8IZE3	Q7L099	1E-2
P52756	Q7L099	1.2E-2
P09769	P49279	1E-2
Q3KPI0	P49279	1.3E-2
P09917	P49279	8.6E-3
P98182	O00116	1.5E-2
Q16654	P50993	1E-2
O14561	Q6P3X3	7.7E-3
Q9NWR8	Q6P3X3	9.8E-3
Q9Y5J1	Q6P3X3	2.7E-3
P43243	Q96NG8	1.3E-2
Q14002	Q96IQ7	1.7E-2
Q6PHW0	Q96IQ7	1.4E-2
Q9UHF4	Q96IQ7	1.5E-2
P31323	Q86UU1	1.6E-2
P09917	Q9UEW3	1E-2
P49279	Q9UEW3	9.8E-3
P26006	Q07973	1.1E-2
Q9UBG0	O43623	1.4E-2
O43914	P04233	6.6E-3
P17600	Q9UBB6	1.1E-2
Q9H169	Q9UBB6	5.3E-3
Q8WY64	Q96PE1	9.7E-3
Q9UBG0	Q96PE1	6.6E-3
P07585	Q96PE1	9.1E-3
O60762	P51948	6.7E-3
P05141	P51948	1.7E-2
Q8TB22	Q9UPU9	8.6E-3
Q06187	Q13761	1.4E-2
Q9H6T3	P49959	9.8E-3
O95153	Q9UF11	1.1E-2
Q9H169	Q9UF11	6.1E-3
Q14CN2	P30740	1.2E-2
P19801	P82251	1.6E-2
Q9Y6N9	P82251	1.7E-2
Q9Y6U3	P82251	1.2E-2
P24001	P82251	1E-2
Q9NSD5	P82251	6.5E-3
P16444	P82251	1.6E-2
Q9Y5J1	Q9UBP0	6.8E-3
Q96NX5	Q9Y4C0	1.7E-2
P61371	Q9Y4C0	1.6E-2
Q9Y2E5	Q9H0X9	7.6E-3
Q9NP79	O60306	1.4E-2
Q05BQ5	O60306	3.5E-3
Q9Y5J1	O60306	2.9E-3
Q6DKK2	O60306	9.3E-3
Q53FZ2	P31327	9.9E-3
P21439	P07358	1.4E-2
O00187	P07358	9.1E-3
O14558	Q13642	1E-2
Q16654	Q13642	7.5E-3
P17600	P14867	8E-3
Q13387	P14867	4.3E-3
Q9H169	P14867	4.3E-3
Q9UBB6	P14867	4.5E-3
Q9UHA2	Q9NX02	1.1E-2
Q9BT04	Q5BKX6	1.1E-2
Q9Y2S7	Q8N5U6	9.4E-3
Q8IVW4	A8K0R7	7.3E-3
Q96RY5	A8K0R7	7.5E-3
Q9UNK9	A8K0R7	7.4E-3
Q68CQ7	A8K0R7	8.6E-3
P20645	Q9H6R6	1.5E-2
Q96JG6	Q9H6R6	1.6E-2
Q53H12	Q9H6R6	1.5E-2
Q9UIG0	Q9H6R6	4.3E-3
Q2M3G0	Q3KR37	1.3E-2
Q92934	P13489	4.4E-3
Q9P299	P13489	4.6E-3
P26006	P13489	4E-3
P43353	P13489	5.3E-3
Q14938	P13489	5.3E-3
Q13214	P13489	7.4E-3
Q9Y2E5	P13489	3.1E-3
Q14764	P13489	4E-3
O60762	P28331	6.1E-3
P31930	P28331	1.3E-2
P43686	P28331	7.1E-3
O75534	Q8TDY2	1.2E-2
Q05BQ5	Q8TDY2	3.5E-3
Q9UGI0	Q8TDY2	1.1E-2
Q9NRC1	Q9BS26	1.8E-2
Q92851	Q13489	2.2E-2
Q13761	Q13489	1.4E-2
O75592	Q9UKA4	2.2E-2
Q9UKT7	Q9UKA4	9.2E-3
Q99442	Q9UKA4	1.7E-2
Q8TB22	Q9NS18	6.3E-3
Q86V24	Q9NS18	1.9E-2
Q13495	Q9NS18	7.5E-3
Q68CQ7	Q16533	1.1E-2
Q9P2N7	Q9Y315	1.5E-2
Q8N594	Q9Y315	1.4E-2
O95394	Q9Y315	8.3E-3
Q53FZ2	Q92887	7.2E-3
Q9NP71	Q92887	1.2E-2
P31327	Q92887	1.5E-2
Q8N7H5	Q53GL0	9.9E-3
Q9BT04	Q53GL0	1.4E-2
Q5BKX6	Q53GL0	2.3E-2
Q9BTY2	P48507	9.4E-3
Q9NP84	P48507	1.6E-2
Q9GZV5	P48507	1.6E-2
P20645	Q8IWV8	2.2E-2
O94874	Q8IWV8	1.3E-2
Q9Y4D7	Q9NZN4	2.1E-2
Q9P299	Q9NZN4	1.3E-2
Q9NRV9	Q8IWP9	1.9E-2
Q9Y6X5	Q9NQL2	1.8E-2
Q8IVW4	Q03933	9.1E-3
Q9UIG0	Q9BVI0	6.6E-3
P08603	O14756	1.2E-2
P31513	O14756	1.1E-2
P04233	P19971	1.4E-2
O75448	Q6IBW4	1.4E-2
Q9UIG0	Q6IBW4	4.8E-3
Q14181	Q6IBW4	9.8E-3
Q86V24	Q15785	1.4E-2
Q96S59	Q15785	8.2E-3
Q9NWF9	Q15785	1.3E-2
Q16533	Q15785	1.1E-2
O60341	O60684	1E-2
Q9Y4D7	P08670	1.7E-2
O60673	P08670	7.9E-3
Q0D2I5	P08670	7.2E-3
Q03405	O00584	1.5E-2
Q13761	O00584	1.2E-2
P52756	Q9NRZ5	1.2E-2
Q17R89	Q9NRZ5	2.4E-2
P20701	Q9NQ25	1.2E-2
Q06187	Q9NQ25	1.1E-2
Q13489	Q9NQ25	1.2E-2
Q13761	O00481	1.7E-2
O00584	O00481	1.8E-2
P28838	Q99797	1.5E-2
O14978	Q99797	8E-3
Q14667	Q99797	8.9E-3
Q9NVH1	Q99797	9.2E-3
Q8IXZ2	P14616	1.8E-2
P09769	P15260	1.3E-2
O43914	P15260	8.1E-3
P09917	P15260	1E-2
Q9Y2S7	Q9UBV7	7.7E-3
Q8N7H5	Q9UBV7	4.9E-3
Q13183	Q9UBV7	1.1E-2
P21731	Q9NP31	1.8E-2
Q14209	Q9NP31	1.8E-2
P42768	Q9NP31	8E-3
P30260	Q86Y07	6.5E-3
Q9NRV9	P20333	1.5E-2
P24723	P20333	1.5E-2
Q9H6T3	Q9HBM0	4.7E-3
O95772	Q9HBM0	6.3E-3
Q6PML9	Q9HBM0	5.7E-3
P43243	Q9HBM0	7.4E-3
Q86Y07	Q9HBM0	5.9E-3
P40259	P09086	1.1E-2
P20273	P09086	1.4E-2
Q9BQ52	Q9H8M2	9.2E-3
O75448	Q9H8M2	8.6E-3
P98182	Q9H8M2	5.9E-3
Q14181	Q9H8M2	6.1E-3
Q6IBW4	Q9H8M2	8.9E-3
Q9NRC1	Q13596	1.1E-2
Q9BS26	Q13596	1.7E-2
Q05084	P62380	8.1E-3
Q7L592	P62380	7.2E-3
Q9UBU7	P62380	1.1E-2
Q8TAV0	P62380	9.2E-3
Q8N806	P62380	1E-2
Q8WUX1	Q8WYA1	1.9E-2
P43243	Q9NYF8	1.8E-2
P30260	Q9NUM3	8.6E-3
O14561	Q8WVM0	1.8E-2
Q6P3X3	Q8WVM0	1.1E-2
Q9H5V9	O15347	2E-2
O60762	Q12769	1E-2
Q9Y5J1	Q12769	7.1E-3
P56179	Q9UKS7	1.9E-2
Q9BYZ6	P28799	1.5E-2
Q9Y2E5	P28799	7.8E-3
Q8TDW4	Q9NYF5	1.8E-2
Q53GL0	Q9NYF5	2.9E-2
Q9BYZ6	Q2M1Z3	1.1E-2
Q9P1Z2	Q2M1Z3	8.1E-3
Q9Y2E5	Q2M1Z3	5.8E-3
Q9Y5J1	Q7L2Z9	4.9E-3
Q15021	P49591	1.1E-2
Q9BZJ4	P49591	1.5E-2
Q9NQ29	Q9H6Z4	1.3E-2
P06241	P29374	1.8E-2
P49759	P29374	1.6E-2
P98182	Q53HC9	1.2E-2
Q9H8M2	Q53HC9	9.6E-3
Q8N7H5	Q8IY17	7.9E-3
Q8IVW4	Q13099	4.3E-3
Q8TDW4	Q13099	6.2E-3
Q9NR20	Q13099	4.5E-3
Q5BKX6	Q13099	7.1E-3
Q53GL0	Q13099	9.2E-3
Q9NYF5	Q13099	1.1E-2
P43686	Q9BT22	1.1E-2
P20645	Q6NZY4	9.7E-3
Q9P2D0	Q6NZY4	1E-2
Q8N3S3	Q6NZY4	1.1E-2
P98182	Q6NZY4	5.8E-3
Q7KZN9	Q6NZY4	1.3E-2
Q9H6R6	Q6NZY4	7.1E-3
Q8IWV8	Q6NZY4	9.9E-3
Q9Y6D9	ENSG00000033050	1.5E-2
Q92900	ENSG00000033050	1E-2
Q13183	Q9P2E5	1.1E-2
Q8WY64	Q9P2E5	8.9E-3
Q96GD3	Q9P2E5	5.7E-3
Q9UBG0	Q9P2E5	5.8E-3
Q9UBV7	Q9P2E5	6.1E-3
Q8IZE3	Q9BYC5	5.6E-3
O00443	Q9BYC5	9.3E-3
Q92481	Q9UQC2	1.8E-2
P24723	Q9UQC2	2E-2
Q6NTF9	Q93050	1.3E-2
Q9UKA4	Q93050	1.5E-2
Q8IZE3	O75925	5.4E-3
P52756	O75925	6E-3
Q03933	O75925	9.8E-3
O95153	Q99767	1.6E-2
Q24JP5	Q99767	1.8E-2
Q9UF11	Q99767	1.1E-2
Q92900	P46734	9E-3
P07384	P46734	1.6E-2
Q9NYC9	Q9HAE3	1.6E-2
Q9Y238	Q9HAE3	1.3E-2
Q53EV4	Q9HAE3	1.4E-2
P84085	P63313	1.4E-2
Q9UIY3	Q2TB18	1.2E-2
O75925	Q2TB18	1.3E-2
Q13495	Q9NV58	8.2E-3
P13196	P56589	1.2E-2
Q9UGP8	P56589	1.9E-2
Q9NR20	P60520	9.3E-3
Q68CQ7	P60520	9.5E-3
O00443	Q96HL8	1.6E-2
O14628	Q96C01	6.7E-3
O15347	Q96C01	1.1E-2
O14628	Q8WUY9	5.5E-3
Q05BQ5	Q8WUY9	3.5E-3
Q9Y5J1	Q8WUY9	2.8E-3
P43243	Q8WUY9	6.9E-3
Q9UBP0	Q8WUY9	1.3E-2
Q7L2Z9	Q8WUY9	9.4E-3
Q9Y6X5	Q9UIK4	1.8E-2
P49279	Q9UIK4	1.1E-2
Q96IQ7	Q9UIK4	1.6E-2
Q9BTY2	Q92636	8.3E-3
P20645	Q92636	1.4E-2
Q9UIG0	Q92636	4.1E-3
Q8IWV8	Q92636	1.5E-2
Q6NZY4	Q92636	7.4E-3
Q9P0K1	P30520	1.5E-2
Q05BQ5	P30520	4.8E-3
Q9Y5J1	P30520	4E-3
P40259	Q9ULZ2	1.3E-2
Q9Y4D7	P16035	2.2E-2
P14210	P16035	1.9E-2
O60762	Q9NUY8	9.6E-3
Q8TDY2	Q13618	1.1E-2
Q9HCP6	P54296	8.3E-3
A8K7I4	P00480	9.6E-3
Q96Q42	Q8IYH5	1.6E-2
Q9H6T3	Q8IYH5	5E-3
P26599	Q8IYH5	1.2E-2
Q6PML9	Q8IYH5	5.8E-3
P43243	Q8IYH5	7.9E-3
Q9NSD5	P41180	7.5E-3
Q9BRB3	Q9NRH3	1.1E-2
Q9NXS2	Q9NRH3	9.4E-3
Q9H1B5	Q9NRH3	7.6E-3
Q15785	Q9NRH3	5.9E-3
P60866	Q9UNX3	1.4E-2
Q9NP84	Q08J23	7.7E-3
Q9BQ52	Q08J23	7.3E-3
Q8N6R0	Q08J23	2.9E-3
Q15031	Q08J23	4.4E-3
O14641	Q6P3S6	6.1E-3
Q92900	Q6P3S6	7.1E-3
Q8IZD2	Q6P3S6	1.6E-2
Q9NWF9	Q6P3S6	1.6E-2
O95785	Q6P3S6	6.8E-3
A0AVT1	Q6P3S6	1.5E-2
Q9Y4W2	Q9UBP6	6.3E-3
P50221	P31273	1.5E-2
Q9Y2Y6	P31273	6.7E-3
P54219	P31273	1.4E-2
P28838	P20933	1.7E-2
Q9P2D0	Q8TCG2	1.4E-2
P98194	Q8TCG2	7.3E-3
P56589	Q8TCG2	9.5E-3
Q9NQ29	Q8NFC6	1.4E-2
Q6NZY4	Q8NFC6	1.1E-2
Q9Y5J1	Q9NZL9	5.6E-3
O60306	Q9NZL9	1.1E-2
P23759	O43897	2E-2
Q9Y6D9	Q6P2E9	9E-3
Q92900	Q6P2E9	6E-3
Q9BRB3	Q6P2E9	1.3E-2
O95544	Q6P2E9	1E-2
O75448	Q6P2E9	9.9E-3
Q9UIG0	Q6P2E9	3.2E-3
Q9ULX6	Q6P2E9	1.2E-2
Q6IBW4	Q6P2E9	9.6E-3
Q9H8M2	Q6P2E9	5.7E-3
ENSG00000033050	Q6P2E9	1.1E-2
Q15021	O75962	8.5E-3
Q9GZV5	O75962	1.7E-2
Q9Y2Y6	P13611	5E-3
O43490	P13611	8.5E-3
Q9NZN3	P13611	1E-2
O75563	Q2KHT3	5.6E-3
O75592	Q2KHT3	7.4E-3
Q8TB22	Q2KHT3	3.4E-3
Q16563	Q2KHT3	8.6E-3
Q9UNK9	Q2KHT3	3.7E-3
Q8IVD9	Q2KHT3	8.8E-3
Q9UPU9	Q2KHT3	7.8E-3
Q53GL0	Q2KHT3	7.6E-3
Q9NYF5	Q2KHT3	9.1E-3
Q13099	Q2KHT3	3.4E-3
P49279	P21757	1E-2
Q9UEW3	P21757	1.3E-2
Q2M1Z3	P21757	1.2E-2
O43581	P12830	1.1E-2
Q9BYC5	P12830	8.1E-3
Q96HL8	P12830	1.6E-2
O14628	P42285	2.7E-3
O75534	P42285	5.5E-3
Q05BQ5	P42285	1.7E-3
Q9Y5J1	P42285	1.5E-3
Q6DKK2	P42285	4.5E-3
P43243	P42285	3.4E-3
Q96NG8	P42285	5E-3
Q9UBP0	P42285	6.6E-3
O60306	P42285	2.8E-3
Q8TDY2	P42285	2.7E-3
Q7L2Z9	P42285	4.8E-3
Q8WUY9	P42285	2.7E-3
P30520	P42285	3.8E-3
P35251	P42285	7E-3
Q9NYC9	Q8TE73	1.5E-2
P02788	Q8TE73	1.5E-2
Q03933	Q7Z3T8	1.9E-2
P08603	P13671	9.8E-3
P21439	P13671	1.3E-2
P31513	P13671	8.6E-3
O00187	P13671	8E-3
P07358	P13671	8.9E-3
O60306	Q9P0K7	1.1E-2
Q14667	Q96T60	5.8E-3
O75448	Q96T60	1.1E-2
Q8IY17	Q96T60	1.2E-2
Q9Y5S8	Q8NFU1	1.8E-2
Q9NVH1	Q6ZVD8	1.2E-2
Q15031	Q6ZVD8	1.3E-2
P30260	Q96EA4	6.2E-3
Q9H6T3	Q96EA4	4.8E-3
Q9NW08	Q96EA4	8.1E-3
Q6PML9	Q96EA4	5.3E-3
Q86Y07	Q96EA4	5.7E-3
O14628	Q9NUL3	1.4E-2
P43243	Q9NUL3	1.8E-2
Q8WUY9	Q9NUL3	1.3E-2
P42285	Q9NUL3	6.7E-3
Q9Y6A2	Q6ZP29	3.9E-2
Q9UGP8	O60931	1.4E-2
Q9UBV7	O60931	6.5E-3
Q9P2E5	O60931	6.5E-3
Q9H9R9	Q9BZR6	1.3E-2
O14978	Q9BUL5	1.1E-2
Q99594	Q9Y6N8	1.4E-2
P61371	Q9Y6N8	1.7E-2
Q9BYC5	Q9Y6N8	1.2E-2
Q8N6R0	Q96PE3	5.8E-3
Q8TB22	O00194	9.2E-3
O60762	P25789	3.4E-3
P20618	P25789	4.1E-3
P40925	P25789	8.4E-3
P51948	P25789	7.6E-3
Q9NVH1	Q9H089	1.2E-2
Q8N6R0	Q9H089	8E-3
P26006	Q9Y6F1	9E-3
Q14764	Q9Y6F1	8.7E-3
Q07973	Q9Y6F1	1.6E-2
P13489	Q9Y6F1	5.5E-3
O43900	P24821	1.7E-2
Q8IZD2	Q8WTV1	1.3E-2
Q8IVW4	Q8WTV1	6.6E-3
P07992	Q8WTV1	1E-2
A8K0R7	Q8WTV1	9E-3
Q6P3S6	Q8WTV1	8.2E-3
Q9UBG0	Q96MK2	1.1E-2
Q9P2E5	Q96MK2	1.1E-2
Q9H6R0	Q9NUW8	8.6E-3
O14628	Q9NUW8	4.1E-3
Q6DKK2	Q9NUW8	6.7E-3
Q9H5V9	Q9NUW8	8.4E-3
O15347	Q9NUW8	6.8E-3
Q96C01	Q9NUW8	4.9E-3
Q9NUL3	Q9NUW8	1E-2
Q9H089	Q9NUW8	8.5E-3
Q8IVW4	Q9P0W8	6.9E-3
Q96L34	Q9P0W8	1E-2
Q9UIY3	Q9P0W8	7.5E-3
Q7L099	Q9P0W8	1.3E-2
Q13099	Q9P0W8	4.9E-3
Q8WTV1	Q9P0W8	7.4E-3
Q8IYH5	Q9NVC6	1.6E-2
Q9P299	Q6NUM9	1.2E-2
Q9NP71	Q6NUM9	2E-2
Q14764	Q6NUM9	1.1E-2
Q9Y6F1	Q6NUM9	1.4E-2
Q9BRQ8	Q6NUM9	2.2E-2
P21926	P40121	1.8E-2
P43686	P53680	9.1E-3
Q7Z6R9	O75445	7.8E-3
P51854	Q9BS86	1.1E-2
Q6PHW0	P01266	2.8E-2
Q96IQ7	P01266	1.4E-2
P35228	Q9UKQ2	2.2E-2
P26367	Q9UKQ2	1.5E-2
Q92481	Q9UKQ2	1.6E-2
O43581	Q9UKQ2	1.6E-2
Q9UKS7	Q9UKQ2	2.4E-2
Q14CN2	Q9UMQ3	1.1E-2
P62380	Q96GG9	1E-2
Q92782	Q9NQC1	1.4E-2
P28907	Q13094	9.4E-3
P05164	Q13094	1.1E-2
P20701	Q13094	1.2E-2
Q9Y228	Q13094	8.6E-3
Q9NQ25	Q13094	7.8E-3
P38398	Q9H3H1	1.9E-2
Q8TCE9	P08588	1E-2
P14210	P08588	1.3E-2
P35030	Q16661	1.1E-2
A8K7I4	Q16661	8.1E-3
P00480	Q16661	1.3E-2
P14209	Q14999	6.6E-3
P10646	Q14999	1E-2
Q9P2E5	Q14999	5.8E-3
O14978	P35221	7.2E-3
Q9P203	P35221	2E-2
P98194	P35221	9.2E-3
Q99797	P35221	1.5E-2
Q8N5Y2	P46019	2.1E-2
Q68CQ7	P46019	1.1E-2
Q6NZY4	P46019	9.5E-3
O75962	P46019	1.8E-2
Q92833	Q9NXG0	1E-2
P30260	P11021	1.2E-2
Q13596	P11021	1.5E-2
Q9NUM3	P11021	1.7E-2
Q9UHR4	Q14126	1.2E-2
