Gene_A	Gene_B	Weight
O43490	Q14126	8.4E-3
Q9NZN3	Q14126	1.1E-2
Q9NRZ5	Q14126	1.5E-2
Q8N5Y2	Q9NWZ8	1.8E-2
P41247	Q9NWZ8	1.9E-2
Q9NSG2	O75665	1.3E-2
Q8N5Y2	O75665	1.9E-2
O00458	O75665	1.5E-2
P46019	O75665	1.9E-2
Q9NWZ8	O75665	1.6E-2
Q12860	Q13491	1.7E-2
Q9Y6M0	Q9UBF1	7.6E-3
Q13495	Q9UBF1	6.3E-3
Q8WUY9	Q70Z35	1.1E-2
O95409	Q70Z35	2.3E-2
Q96RY5	Q9Y2I8	4.5E-3
Q8N594	Q9Y2I8	9.3E-3
P06241	Q9Y2I8	1E-2
P49759	Q9Y2I8	8.9E-3
Q6P3S6	Q9Y2I8	5.9E-3
Q6DKK2	Q9NRF8	1.4E-2
O15347	Q9NRF8	1.5E-2
Q9NUW8	Q9NRF8	6.1E-3
Q9NWZ8	Q9NRF8	1.5E-2
Q14667	Q9UI12	8.4E-3
Q9P2D3	Q9UI12	1.2E-2
Q99797	Q9UI12	1.7E-2
Q9H6T3	P30876	7.4E-3
Q8TDY2	P30876	9.4E-3
Q96EA4	P30876	9.8E-3
Q9UKT7	Q32MH5	8E-3
O60673	Q32MH5	6.1E-3
Q9P1Z2	Q32MH5	7.7E-3
Q9NV58	Q32MH5	1.1E-2
P31629	Q8WZ64	1.6E-2
Q16533	P12270	1.6E-2
P08603	P00450	1.1E-2
Q8TB22	O60303	7.1E-3
Q0D2I5	O60303	8.7E-3
Q9Y3P9	O60303	2.3E-2
Q9UNK9	O60303	8.8E-3
Q6P3S6	Q96EV8	1.5E-2
Q9Y2I8	Q96EV8	1.1E-2
Q53FZ2	P51811	1E-2
P30260	Q9NQ89	9.4E-3
O95772	Q9NQ89	8.5E-3
Q9NUM3	Q9NQ89	1.2E-2
O60673	Q9UN30	9.3E-3
Q0D2I5	Q9UN30	9.1E-3
Q96GD3	Q9UN30	1E-2
Q13495	Q9UN30	9E-3
Q9NS18	Q9UN30	1.6E-2
Q9NV58	Q9UN30	1.6E-2
Q99594	Q9ULE0	1.5E-2
Q15311	Q9ULE0	1.8E-2
Q96PE1	O43182	1.4E-2
P50993	Q9ULE4	2.2E-2
Q9Y2S7	P27816	1.1E-2
Q12887	P27816	1.2E-2
Q8IZE3	Q9HD26	1.1E-2
Q9UIY3	Q9HD26	1.3E-2
O94874	Q9HD26	1.3E-2
P49279	P08922	1.1E-2
Q9UIX4	Q96FV3	1.5E-2
Q9NV58	Q2TB10	1.1E-2
Q9UN30	Q2TB10	1.4E-2
Q13761	Q02223	1E-2
O00481	Q02223	1.5E-2
Q9Y2E5	Q8TEQ0	1E-2
Q9BYZ6	Q8TAP4	1.6E-2
Q96IQ7	Q8TAP4	2.1E-2
Q9UIK4	Q8TAP4	2.1E-2
Q8WZ64	Q8TAP4	2.2E-2
O60762	P82664	8.9E-3
Q08J23	P82664	9.4E-3
Q05BQ5	Q96T23	5.9E-3
P42285	Q96T23	4.4E-3
Q9P1Z2	Q5THJ4	1.4E-2
Q32MH5	Q5THJ4	1.5E-2
Q9NY47	O95319	2.1E-2
Q05BQ5	O95319	6.3E-3
Q76N32	O95319	2.5E-2
P43243	O95319	1.3E-2
Q9NQ29	Q15032	6.2E-3
Q9NYQ7	Q15032	5.6E-3
P38398	Q15032	8.3E-3
Q9Y6A5	Q15032	4.5E-3
Q9NTW7	Q15032	1.3E-2
Q8NFC6	Q15032	1.2E-2
O14792	P21583	2.1E-2
Q9Y2Y6	P21583	8.5E-3
Q14055	P21583	2.1E-2
Q9Y5J1	Q13216	6.6E-3
P42285	Q13216	6.4E-3
Q9NRC1	Q15836	1.2E-2
Q9NZC3	Q15836	1.7E-2
Q9NR20	Q15836	8.9E-3
Q9BS26	Q15836	1.9E-2
Q13596	Q15836	1.1E-2
P60520	Q15836	1.4E-2
O75462	O95399	7.4E-3
Q03405	O95399	6.8E-3
Q92887	O95399	5E-3
O00584	O95399	5.3E-3
P51811	O95399	7.5E-3
Q02223	O95399	4.9E-3
P28907	Q07011	1.2E-2
Q9Y228	Q07011	1.3E-2
Q13094	Q07011	1.1E-2
Q99594	Q9H201	1.3E-2
O43581	Q9H201	2.4E-2
O60673	Q14766	1.1E-2
Q0D2I5	Q14766	9.7E-3
P30260	Q15293	1E-2
Q9Y4K4	Q15293	1.8E-2
Q9NQ89	Q15293	1.4E-2
P42768	P15502	9.4E-3
Q8N6R0	P35250	6E-3
P26599	P35250	1.7E-2
Q9H089	P35250	1.9E-2
Q9UJJ7	Q8NFD5	1.6E-2
O75448	Q8NFD5	2E-2
Q9BTY2	Q96KA5	6E-3
Q9NP84	Q96KA5	9.9E-3
Q9BZJ4	Q96KA5	7.3E-3
P48507	Q96KA5	8.6E-3
Q9NZB2	Q96KA5	1.2E-2
Q15021	Q96PU5	1.2E-2
Q9BZJ4	Q96PU5	1.5E-2
Q53S99	Q9BZS1	1E-2
O60359	Q6ZSY5	1.4E-2
P26006	P07686	1E-2
P14210	P07686	1.7E-2
P16035	P07686	1.8E-2
Q9NZB2	P07686	2.3E-2
Q14766	P07686	1.9E-2
P53701	Q8WV60	1.9E-2
Q53H12	Q8WV60	1.8E-2
Q9Y5J1	Q8WV60	4.8E-3
O60306	Q8WV60	9.5E-3
P42285	Q8WV60	4.6E-3
Q9H6T3	Q9P055	4.4E-3
O95772	Q9P055	6.1E-3
Q6PML9	Q9P055	5.3E-3
Q9HBM0	Q9P055	6.3E-3
Q2TB18	Q9P055	1.1E-2
P56589	Q9P055	7.4E-3
P55082	Q9P055	1.3E-2
Q9NQ89	Q9P055	8.5E-3
Q15293	Q9P055	9E-3
Q9NVH1	Q12774	7.6E-3
P07384	Q12774	1.5E-2
Q16611	Q12774	1.4E-2
P40121	Q12774	1.6E-2
P35221	Q12774	1.2E-2
Q92833	Q9Y4A8	8.1E-3
Q9H6T3	Q96AQ8	1E-2
Q9NWR8	Q9UHB6	1.8E-2
Q8WTS1	Q9UHB6	2E-2
Q9GZV5	Q9UHB6	1.7E-2
P40121	Q9UHB6	1.6E-2
Q9Y4A8	Q9UHB6	1.6E-2
P13569	Q2Y0W8	8.2E-3
Q9Y2Y6	Q2Y0W8	3.4E-3
Q17R89	Q2Y0W8	7.9E-3
O43490	Q2Y0W8	4.8E-3
O43623	Q2Y0W8	9.8E-3
Q9NRZ5	Q2Y0W8	8.2E-3
P31273	Q2Y0W8	6.2E-3
Q5QGS0	Q2Y0W8	7E-3
Q96AQ8	P45984	1.5E-2
Q9Y2Y6	Q86Y22	4.5E-3
Q9UBG0	Q86Y22	5.4E-3
P54219	Q86Y22	9.5E-3
P31273	Q86Y22	8.6E-3
Q96MK2	Q86Y22	1.1E-2
Q96CC6	P56945	2.2E-2
Q9UKY4	P56945	2E-2
Q5TH74	Q8N612	5.1E-3
Q96L34	Q8N612	8.2E-3
Q8TDW4	Q8N612	6.6E-3
Q9Y2I1	Q8N612	1.1E-2
Q9UNK9	Q8N612	4.9E-3
A8K0R7	Q8N612	6.5E-3
Q13133	Q8N612	8.4E-3
Q13099	Q8N612	3.9E-3
Q2KHT3	Q8N612	3.5E-3
P10646	Q15011	1.7E-2
P13473	Q15011	1.8E-2
Q9Y2E5	Q15011	6.5E-3
Q9NRV9	Q15011	1.5E-2
P20333	Q15011	1.3E-2
Q32MH5	Q15011	9.6E-3
Q9NSG2	Q06609	9.3E-3
Q9NQ29	Q06609	6.9E-3
Q5TB30	Q06609	1.5E-2
Q9NUW8	Q06609	4.7E-3
P35250	Q06609	1E-2
P38398	O75417	1.7E-2
Q15032	O75417	1.1E-2
Q9NP84	P42338	1.8E-2
Q08J23	P42338	7.4E-3
P20701	P13498	1.9E-2
Q9BZF2	P13498	1.6E-2
P43353	P13498	1.6E-2
Q06187	P13498	2E-2
Q8WUY9	Q96J01	1.3E-2
Q9UHA2	Q9Y5Z4	1.2E-2
Q96JG6	Q99550	1.8E-2
Q9H6T3	Q99550	7E-3
Q8WV60	Q99550	1.5E-2
Q99594	Q16651	1.1E-2
O43581	Q16651	1.2E-2
P61371	Q16651	1.2E-2
Q96HL8	Q16651	1.7E-2
P12830	Q16651	1.1E-2
Q9H6T3	Q9BRV8	1E-2
P98194	Q9BRV8	1.4E-2
Q6NZY4	Q9BRV8	1.3E-2
Q96EA4	Q9BRV8	1.4E-2
Q9BQ52	Q5JTH9	1.6E-2
Q8N6R0	Q5JTH9	5.5E-3
Q08J23	Q5JTH9	6.3E-3
Q9UPZ6	Q9P278	2E-2
O75954	Q9P278	1.7E-2
Q9UKX3	Q15800	1.2E-2
P13196	Q15800	1.3E-2
P56589	Q15800	1.1E-2
Q96RY5	Q96AE7	1.2E-2
O75925	Q96AE7	1.3E-2
P14616	Q9H161	1.1E-2
O95045	Q6MZW2	2.2E-2
Q92833	O00409	8.2E-3
O95319	O00409	2E-2
Q9BY42	O43488	1.5E-2
Q9UBV7	O43488	7.1E-3
Q9UJJ7	Q9UKD2	8.8E-3
Q8N6R0	Q9UKD2	4.3E-3
Q8WUX1	Q9UKD2	9.8E-3
Q8WYA1	Q9UKD2	1.4E-2
Q08J23	Q9UKD2	5E-3
Q9UBP6	Q9UKD2	7.9E-3
P82664	Q9UKD2	1.5E-2
Q5JTH9	Q9UKD2	1.1E-2
O75865	Q16517	1.8E-2
O95409	Q16517	1.7E-2
Q6P1Q0	Q9NZ43	1.9E-2
Q7Z6R9	Q86YR7	9.2E-3
Q6PML9	Q9H0R1	1.3E-2
P43243	Q9H0R1	1.6E-2
O60306	Q9H0R1	1.3E-2
Q9HBM0	Q9H0R1	1.5E-2
Q9NQ29	Q9UJX5	7.6E-3
O76039	Q9UJX5	1.2E-2
Q9NW08	Q9UJX5	9.5E-3
Q16611	Q9UJX5	1.1E-2
Q6PHW0	P51787	1.5E-2
Q14764	P51787	8.5E-3
Q96IQ7	P51787	1.4E-2
P01266	P51787	1.4E-2
Q9BY42	O43617	1.9E-2
P20933	O43617	1.8E-2
P07992	Q9NRX4	1.9E-2
P08514	Q9Y5L3	1.4E-2
P23759	Q9Y5L3	1.2E-2
Q6ZSY5	Q9Y5L3	1.3E-2
P28907	O60449	1.2E-2
P05164	O60449	1.6E-2
P16581	O60449	1.6E-2
Q9Y228	O60449	1.3E-2
Q13094	O60449	1.1E-2
P78332	Q4LE39	4.2E-3
Q96RY5	Q4LE39	4.8E-3
P06241	Q4LE39	1.1E-2
P49759	Q4LE39	9.3E-3
P98194	Q4LE39	5.3E-3
Q03933	Q4LE39	8.1E-3
P29374	Q4LE39	6.8E-3
Q13618	Q4LE39	9.7E-3
Q96AE7	Q4LE39	1.1E-2
P10646	Q9H1Y3	1.6E-2
P52569	Q9H1Y3	9.4E-3
O00458	Q9H1Y3	1.3E-2
Q9NR20	Q86SQ7	1.2E-2
Q96GD3	Q86SQ7	1.1E-2
Q9P1Z2	Q86SQ7	1.3E-2
Q8N5S9	Q16849	1.8E-2
Q9UBB6	Q16849	9.4E-3
Q6MZW2	Q16849	1.6E-2
Q8IY57	Q5VTY9	9.7E-3
Q7Z3T8	Q5VTY9	1.3E-2
Q05BQ5	O60333	6.6E-3
P43243	O60333	1.4E-2
Q8TDY2	O60333	1.2E-2
O95319	O60333	2.4E-2
Q6NTF9	Q12948	1.4E-2
Q9H0X9	Q12948	1.8E-2
Q8TEQ0	Q12948	2.6E-2
Q9NSC5	Q12948	2.3E-2
Q9UKT7	Q8WUA7	1.1E-2
Q9UBV7	Q8WUA7	1E-2
P80192	Q9ULM0	1.1E-2
Q0D2I5	O75110	1.1E-2
Q86VW1	Q9Y5K1	1.1E-2
O94993	Q9Y5K1	7.1E-3
Q9BS86	Q9Y5K1	5.5E-3
O94812	Q9NTU7	1.7E-2
Q13387	Q9NTU7	8.5E-3
O14558	Q6WN34	1.5E-2
P54296	Q6WN34	1.2E-2
Q99767	Q92567	1.4E-2
Q13618	Q92567	1.9E-2
O95399	Q969Z4	5.4E-3
P13498	Q969Z4	1.6E-2
O43490	P54803	1.4E-2
Q9Y4W2	Q9Y2X3	4.1E-3
O14561	Q9Y2X3	6.6E-3
Q9NWR8	Q9Y2X3	8.2E-3
O75223	Q9Y2X3	5.8E-3
Q9UHA2	Q9Y2X3	5.2E-3
P40925	Q9Y2X3	7.9E-3
Q6P3X3	Q9Y2X3	4.2E-3
P51948	Q9Y2X3	7.2E-3
Q9UBP6	Q9Y2X3	5.3E-3
Q9NXG0	Q9Y2X3	1E-2
Q14667	Q7Z422	1.1E-2
Q9NVH1	Q7Z422	1.3E-2
P53041	Q7Z422	1.7E-2
Q9Y6M0	Q12809	1.4E-2
Q13495	Q12809	1.1E-2
Q9UBF1	Q12809	1.5E-2
Q6FI81	Q13616	6.8E-3
P63010	Q13616	2.2E-2
Q12887	Q13616	1.3E-2
Q9UGI0	Q13616	1.7E-2
Q15276	Q13616	2.1E-2
Q8IYH5	Q13616	1E-2
P30876	Q13616	1.5E-2
Q99442	Q9NRY5	1.7E-2
P49759	Q9NRY5	1.8E-2
O94874	Q9NRY5	1E-2
Q15326	Q9NRY5	2E-2
P29374	Q9NRY5	1.2E-2
P56589	Q9NRY5	1.2E-2
Q9P203	Q9NYJ8	1.2E-2
Q9HBM0	Q9NYJ8	5.7E-3
P35221	Q9NYJ8	7.9E-3
O95319	Q9NYJ8	9.8E-3
Q9Y2W1	Q9NYJ8	1.3E-2
Q92934	Q9NU53	8.4E-3
Q16563	Q9NU53	1.7E-2
P20933	Q9NU53	1.4E-2
Q9NWR8	P19525	2.1E-2
Q08J23	P19525	7.5E-3
Q9NYQ7	Q9P275	1.1E-2
Q6P3S6	Q8NEZ4	1.5E-2
O75962	Q8NEZ4	2E-2
Q9Y2Y6	Q8TDD5	3.6E-3
O43490	Q8TDD5	5.1E-3
O43623	Q8TDD5	1.1E-2
P31273	Q8TDD5	6.9E-3
Q14055	Q8TDD5	7.5E-3
P21583	Q8TDD5	8.8E-3
Q2Y0W8	Q8TDD5	3.5E-3
Q86Y22	Q8TDD5	4.5E-3
Q96IQ7	Q96PX6	1.6E-2
P01266	Q96PX6	1.7E-2
Q8TAP4	Q96PX6	2.3E-2
P98194	Q8TB72	1.3E-2
Q8TDY2	Q8TB72	1.3E-2
P08603	Q14624	8.2E-3
P27169	Q14624	1.2E-2
P21439	Q14624	1.1E-2
P31513	Q14624	7.3E-3
O00187	Q14624	6.9E-3
P07358	Q14624	7.7E-3
O14756	Q14624	8.5E-3
P13671	Q14624	6.8E-3
P00450	Q14624	7.9E-3
O00187	P19827	1.3E-2
P00450	P19827	1.5E-2
Q9H6T3	Q96KR1	6.2E-3
Q6PML9	Q96KR1	7.1E-3
Q8TDY2	Q96KR1	8.1E-3
Q15276	Q96KR1	1.8E-2
Q8IYH5	Q96KR1	8.9E-3
P30876	Q96KR1	1.3E-2
Q8TB72	Q96KR1	1.7E-2
Q9NYQ7	Q8ND82	9E-3
Q9UHA2	Q9Y5X5	1.1E-2
Q9NYQ7	Q96EK2	6.6E-3
O95409	Q96EK2	1.2E-2
Q8ND82	Q96EK2	1.1E-2
Q02223	Q13077	1.5E-2
Q9H6T3	Q9HBD1	1.1E-2
Q8IYH5	Q9HBD1	1.6E-2
P30876	Q9HBD1	2.3E-2
Q96KR1	Q9HBD1	2E-2
Q9NSD5	Q9NRM6	6.5E-3
Q8NE62	Q9NRM6	1.4E-2
P82251	Q9NRM6	1E-2
P21926	O43734	1.7E-2
Q15311	O43734	1.6E-2
Q9UHB6	O43734	1.8E-2
Q9UIG0	Q96PD2	6.5E-3
Q9NQW6	Q96PD2	2.1E-2
P38398	Q96PD2	1.8E-2
P12270	Q96PD2	2.1E-2
Q9GZN4	P29508	1.8E-2
P02788	P29508	1.4E-2
O60673	P35610	1.1E-2
Q9Y2Y6	Q99959	7E-3
Q2Y0W8	Q99959	7E-3
Q8TDD5	Q99959	7.5E-3
Q3KR37	O15457	1.4E-2
P07358	P08709	1.2E-2
O95479	P08709	2.1E-2
O60341	P50395	5.3E-3
Q9NP79	P50395	1.3E-2
Q8IVH8	P50395	1E-2
Q6PML9	P50395	5E-3
O60306	P50395	5.6E-3
P42285	P50395	2.6E-3
Q9BUL5	P50395	1.3E-2
P30876	P50395	9E-3
Q8WV60	P50395	9.1E-3
Q9H0R1	P50395	1.3E-2
Q9Y5J1	Q9H1Y0	7.3E-3
P42285	Q9H1Y0	7E-3
Q9NRV9	Q9ULS5	1.2E-2
P61371	Q9ULS5	9.7E-3
Q9Y4C0	Q9ULS5	1.2E-2
P24723	Q9ULS5	1.2E-2
P20333	Q9ULS5	1.1E-2
Q9UQC2	Q9ULS5	1.4E-2
Q9H201	Q9ULS5	1.2E-2
Q14241	Q9GZP4	9.8E-3
Q9Y5J1	Q9GZP4	2.4E-3
O60306	Q9GZP4	4.7E-3
O60684	Q9GZP4	9.1E-3
Q9NZL9	Q9GZP4	9.7E-3
Q96GG9	Q9GZP4	1.1E-2
P80192	Q9BTC8	3.6E-3
Q9UDR5	Q9BTC8	4.9E-3
P10620	Q9BTC8	8.6E-3
Q05BQ5	Q9BTC8	2.6E-3
Q6DKK2	Q9BTC8	6.8E-3
Q96NG8	Q9BTC8	7.4E-3
Q96RU2	Q9BTC8	6.5E-3
O00409	Q9BTC8	7.5E-3
Q96EK2	Q9BTC8	4.6E-3
Q16654	Q92995	7.4E-3
P35499	Q92995	1.2E-2
O60673	Q9Y2G3	9.9E-3
Q9NR20	Q9Y2G3	1.2E-2
Q2TB10	Q9Y2G3	1.4E-2
P40121	Q13753	2.3E-2
Q12774	Q13753	1.9E-2
Q9Y2Y6	O94921	8.3E-3
Q9Y4K4	O94921	2.2E-2
Q2Y0W8	O94921	8E-3
Q96CC6	P61619	1E-2
O95544	P61619	9.9E-3
Q9BS26	P61619	1.3E-2
Q9UBV7	P61619	5.9E-3
Q13596	P61619	7.7E-3
Q9P2E5	P61619	6E-3
O60931	P61619	6.4E-3
P11021	P61619	1.2E-2
Q9P278	P61619	8.5E-3
P18206	O14974	2.7E-2
Q9NYJ8	O14974	1.2E-2
Q9BYZ6	Q13972	1.7E-2
P09917	Q13972	1.3E-2
P08922	Q13972	1.8E-2
P14867	Q13554	7.5E-3
Q9ULE4	Q13554	1.8E-2
Q9UBP4	Q13554	1.6E-2
Q9NYQ7	Q5TZA2	1.1E-2
Q9P219	Q5TZA2	2.7E-2
O75563	P23634	1.4E-2
O60861	P23634	2.4E-2
O43739	P23634	1.8E-2
Q8IZE3	O75152	1.2E-2
Q9P2D3	O75152	1.5E-2
O94874	O75152	1.4E-2
Q68CQ7	O75152	1.4E-2
P43243	Q9BVS4	1.8E-2
Q96NG8	Q9BVS4	2.8E-2
O60306	Q9BVS4	1.5E-2
Q8WUY9	Q9BVS4	1.4E-2
P42285	Q9BVS4	7.1E-3
Q96EA4	Q9BVS4	1.5E-2
P50395	Q9BVS4	1.4E-2
P41247	Q9Y548	1.7E-2
Q6PML9	Q9Y548	8.6E-3
Q9HBM0	Q9Y548	1.1E-2
Q9P055	Q9Y548	1E-2
Q9Y5J1	Q9BTX1	7.7E-3
P42285	Q9BTX1	7.2E-3
Q9UBP4	P49619	1.8E-2
Q13554	P49619	1.5E-2
P98161	Q4VC44	1.5E-2
P20701	P24557	1.9E-2
Q06187	P24557	2E-2
P28799	P24557	2.3E-2
Q92851	Q9H0J9	1.6E-2
P49447	Q9H0J9	1.5E-2
P13489	Q9H0J9	4.9E-3
Q9H4E7	Q9H0J9	1.1E-2
P56645	Q9H0J9	1.4E-2
O60341	P54886	6.1E-3
Q9UHR4	P54886	8.8E-3
Q9UIG0	P54886	3.5E-3
Q8TCG2	P54886	7.7E-3
Q96AQ8	P54886	1.5E-2
Q9NXB0	Q13395	9.9E-3
P38398	Q13395	1.1E-2
Q92567	Q13395	1.1E-2
Q5TZA2	Q13395	1.6E-2
O95772	O75879	1.1E-2
Q9NZN3	O75879	1.8E-2
Q9P055	O75879	1.1E-2
P30740	Q05195	2E-2
Q03933	Q00537	1.7E-2
P29374	Q00537	1.5E-2
Q7Z3T8	Q00537	2.2E-2
Q4LE39	Q00537	8.3E-3
Q9UGP8	Q9H1X3	1.6E-2
P56589	Q9H1X3	1E-2
Q8TCG2	Q9H1X3	8.6E-3
P78332	P11169	9.2E-3
Q9UHR4	P11169	1.9E-2
Q09428	A5PKW4	1.3E-2
Q13387	A5PKW4	1.1E-2
P14867	A5PKW4	7.7E-3
O75448	Q9Y5B0	1.5E-2
Q8N5U6	Q9Y5B0	1.2E-2
Q8IY17	Q9Y5B0	1.6E-2
Q96T60	Q9Y5B0	1.2E-2
Q16654	P16989	5.8E-3
Q6ZMT4	P16989	9.1E-3
P35499	P16989	9.4E-3
P50993	P16989	1E-2
Q13642	P16989	7.3E-3
Q9NQL2	P16989	8.2E-3
Q9ULE4	P16989	9.3E-3
Q92995	P16989	7.9E-3
P12830	Q6J9G0	1.6E-2
Q16651	Q6J9G0	1.6E-2
Q92900	Q9H4A3	1.3E-2
Q9H6T3	Q8IX12	4.1E-3
Q9NQ29	Q8IX12	5.8E-3
P26599	Q8IX12	1E-2
P43243	Q8IX12	6.4E-3
Q9HBM0	Q8IX12	5.5E-3
Q9NYF8	Q8IX12	1.3E-2
Q15276	Q8IX12	1.2E-2
Q8IYH5	Q8IX12	6E-3
Q96EA4	Q8IX12	5.4E-3
Q9UJX5	Q8IX12	6.8E-3
O14559	Q9NZT2	1.2E-2
Q8TCT7	Q9NZT2	1.2E-2
P57073	Q9NZT2	1.2E-2
P17600	Q9NZT2	1.1E-2
P01730	Q9NZT2	6.9E-3
Q8NFJ5	P30679	1.2E-2
P16070	P30679	1.5E-2
Q02223	P30679	8.4E-3
O95399	P30679	4.4E-3
Q13077	P30679	1.4E-2
P07358	Q68CJ9	1.2E-2
P00480	Q68CJ9	1.8E-2
P08709	Q68CJ9	2E-2
Q5TH74	Q9NUD9	5E-3
Q96IC2	Q9NUD9	6.1E-3
Q8TDW4	Q9NUD9	6.1E-3
Q16563	Q9NUD9	9.9E-3
Q9UNK9	Q9NUD9	4.4E-3
Q2KHT3	Q9NUD9	3.2E-3
Q8N612	Q9NUD9	4E-3
Q9NU53	Q9NUD9	5.6E-3
Q9NXS2	Q92729	1.7E-2
O43900	Q92729	1.2E-2
Q96FC9	Q92729	7.7E-3
Q96T60	Q92729	9.7E-3
P24821	Q92729	1.6E-2
Q5TZA2	Q92729	1.8E-2
P53701	Q96DI7	2.1E-2
O60684	Q96DI7	2E-2
Q8WV60	Q96DI7	1.7E-2
P50395	Q96DI7	9.4E-3
Q9GZP4	Q96DI7	8.3E-3
O60359	O15034	1.6E-2
Q9Y2Y6	P12107	7.7E-3
Q8TDD5	P12107	7.4E-3
Q9H6R0	Q2KHR3	1E-2
O14628	Q2KHR3	4.7E-3
Q9UDR5	Q2KHR3	5.5E-3
P23352	Q2KHR3	9.1E-3
Q9Y4A8	Q2KHR3	8.6E-3
O00409	Q2KHR3	8.4E-3
Q01740	P09110	1.1E-2
P13196	P09110	1.1E-2
Q15800	P09110	8.5E-3
O14628	P54687	1.3E-2
Q9NUW8	P54687	9.6E-3
Q92900	Q8WUI4	1.2E-2
Q6P2E9	Q8WUI4	1.1E-2
O14792	Q9NQX0	5.5E-3
Q8WY64	Q9NQX0	5E-3
Q9UBG0	Q9NQX0	3.4E-3
O43623	Q9NQX0	8.5E-3
Q96PE1	Q9NQX0	3.9E-3
P31273	Q9NQX0	5.4E-3
Q96MK2	Q9NQX0	6.4E-3
Q5QGS0	Q9NQX0	5.8E-3
Q99959	Q9NQX0	5.5E-3
P12107	Q9NQX0	5.7E-3
Q9Y2Y6	Q9H1J5	6.3E-3
Q8TDD5	Q9H1J5	6.4E-3
Q9NQX0	Q9H1J5	4.8E-3
Q9Y6M0	Q9NPE6	7.3E-3
O43900	Q9NPE6	8.1E-3
Q9UBF1	Q9NPE6	7.3E-3
O95399	Q9NPE6	4.3E-3
Q6P1Q0	Q9NPE6	8.4E-3
Q12809	Q9NPE6	1.3E-2
Q6PML9	Q9Y2A7	8.7E-3
P43243	Q9Y2A7	1.2E-2
Q9HBM0	Q9Y2A7	1.1E-2
Q8IYH5	Q9Y2A7	1.1E-2
Q13616	Q9Y2A7	1.6E-2
Q8IX12	Q9Y2A7	9.2E-3
O60762	P82673	4.9E-3
P05141	P82673	1.3E-2
P31930	P82673	9.6E-3
P43686	P82673	5.6E-3
P51948	P82673	1E-2
P28331	P82673	1.1E-2
Q99797	P82673	1.1E-2
P82664	P82673	1.5E-2
Q9Y6X5	Q02153	2E-2
O95153	Q02153	1.9E-2
P31629	Q02153	1.6E-2
Q9UF11	Q02153	1.1E-2
Q8TAP4	Q02153	2.2E-2
Q9NQ29	Q12872	9.5E-3
Q9UKY4	Q12872	1.4E-2
Q9H8M2	Q12872	8.1E-3
Q6P3S6	Q12872	1.2E-2
Q8NFC6	Q12872	2.1E-2
P01730	Q07912	1.2E-2
Q9NZT2	Q07912	1.1E-2
Q9Y2I8	Q7Z3U7	1E-2
Q9UHR4	P22223	1.2E-2
Q99594	P22223	1E-2
Q14126	P22223	1.1E-2
Q16651	P22223	1.1E-2
P11169	P22223	1.7E-2
P52569	P54793	1.1E-2
P51689	P54793	2.4E-2
P24723	P54793	1.9E-2
P41180	P54793	2E-2
Q9ULS5	P54793	1.3E-2
Q9NSG2	Q86WP2	6.4E-3
P49959	Q86WP2	1E-2
Q9UJX5	Q86WP2	5.5E-3
Q9NWY4	Q86WP2	8.4E-3
P31323	Q96PD7	1.8E-2
Q9NS98	Q96PD7	1.5E-2
Q8IZE3	Q9UJU3	4E-3
P52756	Q9UJU3	4.7E-3
Q9P2D3	Q9UJU3	5.4E-3
O95772	Q9UJU3	4.6E-3
P07992	Q9UJU3	6.8E-3
Q9Y4K4	Q9UJU3	8.9E-3
P49759	Q9UJU3	8.5E-3
Q9Y315	Q9UJU3	5.7E-3
Q03933	Q9UJU3	7.7E-3
O75925	Q9UJU3	5.1E-3
Q2TB18	Q9UJU3	8.8E-3
Q7Z3T8	Q9UJU3	8.8E-3
Q9NQ89	Q9UJU3	6.8E-3
Q15293	Q9UJU3	7.4E-3
Q9P055	Q9UJU3	4.8E-3
Q4LE39	Q9UJU3	4E-3
P54803	Q9UJU3	9.3E-3
Q96JG6	O75390	2.1E-2
P53701	O75390	2.2E-2
P42338	O75390	1.8E-2
P35030	P29376	1.4E-2
P52435	Q96EL2	1.2E-2
Q96CT7	Q96EL2	7.8E-3
O95785	Q96JJ3	1.2E-2
Q6FI81	Q7Z5K2	9.3E-3
Q9UBP0	Q7Z5K2	3.1E-2
Q9Y3F4	Q7Z5K2	1.2E-2
Q9NUW8	Q7Z5K2	8.9E-3
Q53FZ2	Q96GC9	1.2E-2
O95399	Q96GC9	8.7E-3
O60673	Q92624	6.4E-3
O75110	Q92624	1.5E-2
P35610	Q92624	1.6E-2
Q9Y2G3	Q92624	1.6E-2
Q15021	P28340	6.2E-3
Q14181	P28340	7.3E-3
Q9H8M2	P28340	6.2E-3
O75417	P28340	1.3E-2
P23759	Q53EL9	2.5E-2
P42768	Q53EL9	9.9E-3
Q05BQ5	P23588	7E-3
P50395	P23588	1.1E-2
Q8N5U6	Q9NZM4	1.2E-2
Q9NZT2	Q9NZM4	9.2E-3
P60866	Q07020	1E-2
Q9P0K1	O75493	1.7E-2
Q7L8C5	O75493	1.3E-2
Q9Y258	Q96AB3	1.5E-2
Q9NQ29	P26368	1.4E-2
Q14181	P26368	1.4E-2
P28340	P26368	1.4E-2
Q9UIX4	Q9Y6I3	2E-2
Q9BZR6	Q9Y6I3	1.3E-2
Q96FV3	Q9Y6I3	1.4E-2
Q14667	Q9NX70	1.1E-2
O75448	Q9NX70	2.2E-2
Q9UNK9	Q9NSD4	1.1E-2
